"Metabolite","Log2FC_ TvN_Early","p.val_ TvN_Early","p.adj_ TvN_Early","Log2FC_ TvN_Late","p.val_ TvN_Late","p.adj_ TvN_Late","Log2FC_S1-S4","SUPER PATHWAY","SUB PATHWAY"
"1-arachidonoylglycerophosphocholine*",-0.871692683948428,0.000420129250817664,0.000927181794907947,-0.0489464510372264,0.738521896699509,0.780529564218197,0.822746232911202,"Lipid","Lysolipid"
"1-arachidonoylglycerophosphoethanolamine*",-1.39626904471935,1.02819837343811e-14,1.20865767979663e-13,-1.1293785942365,1.10601144679752e-17,1.13761177384888e-16,0.266890450482852,"Lipid","Lysolipid"
"1-arachidonoylglycerophosphoinositol*",-0.98969013474763,2.63432930838495e-10,1.33102954528924e-09,-0.789549924605808,1.22034689813386e-13,6.4488056268358e-13,0.200140210141822,"Lipid","Lysolipid"
"1-arachidonylglycerol",-0.419877296923558,0.225131176181274,0.288167905512031,-0.45049834169853,0.11361698805011,0.142268228514921,-0.0306210447749724,"Lipid","Monoacylglycerol"
"1-docosahexaenoylglycerophosphocholine*",-1.25618353361557,2.13049052478111e-07,7.62212759176347e-07,-0.701609787353949,0.000288020025961972,0.000508894279000293,0.554573746261621,"Lipid","Lysolipid"
"1-heptadecanoylglycerophosphocholine",-2.59090678780011,3.43764183650017e-09,1.54693882642508e-08,-1.47700636380194,2.2457202119832e-09,7.83960510365045e-09,1.11390042399817,"Lipid","Lysolipid"
"1-heptadecanoylglycerophosphoethanolamine*",-5.44210867071909,8.61966890224401e-20,2.48246464384628e-17,-4.04818153553375,1.94677984120713e-23,5.33973899302527e-22,1.39392713518534,"Lipid","Lysolipid"
"1-linoleoylglycerol (1-monolinolein)",0.643622332333472,0.0849680870920758,0.12144322125319,0.866474610588209,0.00309958012399467,0.00483836897404046,0.222852278254737,"Lipid","Monoacylglycerol"
"1-linoleoylglycerophosphocholine",-1.21666642109269,4.92494655929309e-05,0.000127782397214091,-0.261361486307007,0.450384015842707,0.502754250243021,0.955304934785683,"Lipid","Lysolipid"
"1-linoleoylglycerophosphoethanolamine*",-3.21050795421722,7.0918975080379e-17,1.94520617363325e-15,-2.82993037584007,3.3126216845651e-22,6.81453603681963e-21,0.380577578377155,"Lipid","Lysolipid"
"1-methylimidazoleacetate",-0.427829648832131,0.000367599243553952,0.000820686683283242,-0.989411814136098,2.80315417792194e-11,1.17855241349127e-10,-0.561582165303968,"Amino acid","Histidine metabolism"
"1-myristoylglycerophosphocholine",-1.98598586056529,1.08534039762425e-08,4.63078569653014e-08,-1.00271431358892,1.39497098577087e-06,3.34297655958392e-06,0.983271546976377,"Lipid","Lysolipid"
"1-myristoylglycerophosphoethanolamine",-3.05046010187947,4.93704359089132e-13,3.69316507578363e-12,-2.46957929459078,1.37918802530937e-16,1.18569000384806e-15,0.580880807288688,"Lipid","Lysolipid"
"1-oleoylglycerol (1-monoolein)",0.526314920638135,0.238914160128649,0.30311576263018,0.918579768139759,8.66648838921297e-05,0.000163668764333989,0.392264847501624,"Lipid","Monoacylglycerol"
"1-oleoylglycerophosphocholine",-2.5240673373821,5.67537054596173e-11,3.05515274249903e-10,-1.29205187768264,4.39556997781803e-08,1.24721591488827e-07,1.23201545969945,"Lipid","Lysolipid"
"1-oleoylglycerophosphoethanolamine",-4.67585569888895,9.94749096899454e-19,9.10717050670174e-17,-4.07663774404474,2.29536985978106e-25,1.65266629904236e-23,0.59921795484421,"Lipid","Lysolipid"
"1-oleoylglycerophosphoinositol*",-1.6410613108317,1.13977146368128e-15,1.77434692724437e-14,-1.47898476371138,4.91123359134098e-21,8.84022046441377e-20,0.162076547120316,"Lipid","Lysolipid"
"1-oleoylglycerophosphoserine",-1.35509866605453,8.31623645104505e-13,5.98769024475244e-12,-0.968049326684303,1.25100020739305e-13,6.55069199507632e-13,0.38704933937023,"Lipid","Lysolipid"
"1-palmitoleoylglycerophosphocholine*",-1.92822648856499,4.97494983452959e-08,1.91038073645936e-07,-0.811569700804967,0.000215581846379959,0.00038683845331731,1.11665678776003,"Lipid","Lysolipid"
"1-palmitoleoylglycerophosphoethanolamine*",-3.89614268576206,1.77822113083502e-16,3.53191507365852e-15,-3.45672952966212,2.05072228137952e-19,2.41064496749919e-18,0.439413156099937,"Lipid","Lysolipid"
"1-palmitoylglycerol (1-monopalmitin)",-0.578403889769914,0.00156453670480419,0.00321847550702576,-0.145497856044101,0.293366136414714,0.339997775804579,0.432906033725813,"Lipid","Monoacylglycerol"
"1-palmitoylglycerophosphocholine",-1.85353188099103,2.17558683448343e-09,1.00251041332997e-08,-1.32305427184906,2.6113005763601e-09,9.06089838544228e-09,0.530477609141977,"Lipid","Lysolipid"
"1-palmitoylglycerophosphoethanolamine",-5.5334902947643,4.68853649034442e-19,9.00199006146129e-17,-4.88708523301808,1.23056712902755e-25,1.11075154180358e-23,0.646405061746226,"Lipid","Lysolipid"
"1-palmitoylglycerophosphoinositol*",-2.47406370911845,5.69474470863855e-18,2.7334774601465e-16,-2.04671975057234,2.04767977604901e-24,9.07279654618638e-23,0.427343958546107,"Lipid","Lysolipid"
"1-palmitoylplasmenylethanolamine*",-3.42534354399118,1.78644984551525e-17,6.37294655521389e-16,-2.80873746959653,1.2961223033403e-22,2.85623458578674e-21,0.616606074394655,"Lipid","Lysolipid"
"1-pentadecanoylglycerophosphocholine*",-2.52390210955613,1.28425548747555e-11,7.32407089887049e-11,-1.3670776341202,1.33096288200545e-07,3.53287843334165e-07,1.15682447543593,"Lipid","Lysolipid"
"1-stearoylglycerol (1-monostearin)",-0.798723041648622,6.95666222992033e-08,2.63620884502244e-07,-0.609678682765321,8.53255677542295e-06,1.84073134930473e-05,0.189044358883301,"Lipid","Monoacylglycerol"
"1-stearoylglycerophosphocholine",-2.01041247767069,3.81699529946658e-06,1.1103986325721e-05,-1.04777815759432,6.76631592403893e-05,0.000129913265741547,0.962634320076375,"Lipid","Lysolipid"
"1-stearoylglycerophosphoethanolamine",-3.75958652979904,1.46654139019907e-16,3.29583485066866e-15,-3.14300635660086,4.90708645796893e-19,5.54212117605902e-18,0.616580173198179,"Lipid","Lysolipid"
"1-stearoylglycerophosphoinositol",-2.12125826177681,3.19881535160632e-18,1.84251764252524e-16,-1.533909721518,2.26227941683962e-19,2.60614588819925e-18,0.587348540258807,"Lipid","Lysolipid"
"1,2-propanediol",-0.156765982758928,0.369829648736913,0.447524953093408,-0.233330734714249,0.0964114943899211,0.122050595095812,-0.0765647519553214,"Lipid","Ketone bodies"
"1,3-dihydroxyacetone",0.176130125595871,0.938870391326627,0.967422800365183,0.607144492638384,0.014137007793668,0.0204083120028891,0.431014367042513,"Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism"
"1,5-anhydroglucitol (1,5-AG)",0.0330138993719871,0.59261861403279,0.669310434672328,-0.0741516446867919,0.593045330646217,0.646958542523146,-0.107165544058779,"Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism"
"10-heptadecenoate (17:1n7)",0.717494289677875,2.32725685964124e-07,8.27469105650218e-07,0.715847373582169,4.84588236328547e-10,1.77684506981838e-09,-0.00164691609570566,"Lipid","Long chain fatty acid"
"10-nonadecenoate (19:1n9)",1.14669295951917,4.66835829281313e-09,2.06844182820028e-08,1.20255520475654,4.79294993760382e-15,3.23772086294578e-14,0.0558622452373672,"Lipid","Long chain fatty acid"
"13-HODE + 9-HODE",0.356442118210042,0.684365075633074,0.758065929932021,0.104720605649528,0.660623781691795,0.709924063907601,-0.251721512560514,"Lipid","Fatty acid, monohydroxy"
"15-methylpalmitate (isobar with 2-methylpalmitate)",0.513771256009014,7.19194229250087e-08,2.70755474541209e-07,0.404675803289902,8.7542836629254e-08,2.34533366969536e-07,-0.109095452719113,"Lipid","Fatty acid, branched"
"16-hydroxypalmitate",-0.208084008471489,0.131939910113798,0.177981006972942,-0.592246343446772,0.0181184944755411,0.0258323089552269,-0.384162334975283,"Lipid","Fatty acid, monohydroxy"
"2'-deoxyadenosine 3'-monophosphate",0.0278538324594814,0.689860560262576,0.762686531115631,0.436286960957636,0.00904287290952939,0.0133899609148816,0.408433128498155,"Nucleotide","Purine metabolism, adenine containing"
"2'-deoxycytidine 3'-monophosphate",0.197096228801229,0.164118387146773,0.214845888628503,0.317599306482684,0.734821440861491,0.778046231500403,0.120503077681454,"Nucleotide","Pyrimidine metabolism, cytidine containing"
"2'-deoxyguanosine",-0.0697278627314562,0.133230762278902,0.178883261241602,0.393754893445495,0.0344325467370169,0.0471096126378189,0.463482756176951,"Nucleotide","Purine metabolism, guanine containing"
"2'-deoxyinosine",0.0972376204264701,0.490262114393311,0.568191102395467,0.496912318992308,0.00747151458165016,0.0111781620754039,0.399674698565838,"Nucleotide","Purine metabolism, (hypo)xanthine/inosine containing"
"2-aminoadipate",2.22744788333806,2.69433184398332e-06,7.95864175453536e-06,2.23607886546396,9.33234250464259e-07,2.25858373221602e-06,0.00863098212590208,"Amino acid","Lysine metabolism"
"2-aminobutyrate",0.488724676316321,0.00138236756256627,0.0028849410001383,0.399971413037717,0.00179201182105189,0.00289930106080261,-0.0887532632786042,"Amino acid","Butanoate metabolism"
"2-arachidonoylglycerophosphocholine*",-0.361851450788746,0.120108653970329,0.165905478865491,0.800403264745406,0.0117071835865074,0.0170717411286792,1.16225471553415,"Lipid","Lysolipid"
"2-arachidonoylglycerophosphoethanolamine*",-0.449034531257149,0.000182330024235511,0.000435776323484044,0.00462251663874914,0.327870597738588,0.37322819031112,0.453657047895898,"Lipid","Lysolipid"
"2-docosahexaenoylglycerophosphocholine*",-0.617512697591213,0.00936317751571373,0.0168966737596507,0.0621444228428988,0.606700045109766,0.658115303169916,0.679657120434112,"Lipid","Lysolipid"
"2-docosahexaenoylglycerophosphoethanolamine*",-0.00843030810905883,0.598371873666621,0.674485712782728,0.282348653696252,0.865052247230925,0.892957158431922,0.29077896180531,"Lipid","Lysolipid"
"2-docosapentaenoylglycerophosphocholine*",-0.464764498582184,0.199401168946509,0.258101288344245,0.525520026213022,0.0556166159937006,0.074327542488101,0.990284524795205,"Lipid","Lysolipid"
"2-docosapentaenoylglycerophosphoethanolamine*",0.679924311336297,0.0828717509623147,0.119488412387739,0.866503905141736,0.00602846397887166,0.00923509375486722,0.186579593805439,"Lipid","Lysolipid"
"2-eicosatrienoylglycerophosphocholine*",-0.775365490738966,0.00536276308277071,0.0100617313865665,0.879320438413133,0.0953857674633675,0.12101806620903,1.6546859291521,"Lipid","Lysolipid"
"2-ethylhexanoate",0.314442464320593,0.506962942345054,0.584021309581502,-0.461959177706566,3.38581426461321e-08,9.8496414970566e-08,-0.776401642027158,"Xenobiotics","Chemical"
"2-hydroxyacetaminophen sulfate*",-0.00238284609464397,0.0823129368932555,0.11913881858044,-0.000799563914663217,0.158562752278883,0.192287702513174,0.00158328217998076,"Xenobiotics","Drug"
"2-hydroxybutyrate (AHB)",0.258774419088705,0.106505922152486,0.148540947118237,-0.0674691240239763,0.552762848660579,0.608778969079337,-0.326243543112681,"Amino acid","Cysteine, methionine, SAM, taurine metabolism"
"2-hydroxyglutarate",2.24531029949435,1.76825350781999e-05,4.92035758697737e-05,2.86532039750398,1.15893406332755e-20,1.85429450132408e-19,0.620010098009624,"Lipid","Fatty acid, dicarboxylate"
"2-hydroxyhippurate (salicylurate)",-0.211509187209176,0.0917716250817116,0.130519644560656,-1.0310557189635,0.00673772661321889,0.0102293815530625,-0.819546531754321,"Xenobiotics","Benzoate metabolism"
"2-hydroxyisobutyrate",-1.2876203641586,8.81592056041343e-13,6.26909906518288e-12,-1.3020689876402,5.18738800735703e-16,4.26847927462521e-15,-0.0144486234815937,"Xenobiotics","Chemical"
"2-hydroxypalmitate",0.465717149934809,7.58404402406288e-05,0.000189108630210399,1.06674376472363,1.13650320605072e-05,2.39789687430481e-05,0.601026614788816,"Lipid","Fatty acid, monohydroxy"
"2-isopropylmalate",-0.895411487593604,1.02589027460721e-06,3.22903168400959e-06,-0.704176620668914,0.000541081409497268,0.000924815702879603,0.19123486692469,"Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism"
"2-linoleoylglycerol (2-monolinolein)",1.2439465949012,0.00397833039238751,0.0076130176279575,1.20900033289655,0.00696132062354115,0.010524201257637,-0.0349462620046459,"Lipid","Monoacylglycerol"
"2-linoleoylglycerophosphocholine*",-0.475642437660382,0.0110627122885645,0.019667044068559,0.537558999294694,0.057098097131796,0.0759549744755532,1.01320143695508,"Lipid","Lysolipid"
"2-linoleoylglycerophosphoethanolamine*",-1.70378903704687,1.87949911507866e-12,1.21639493290484e-11,-1.26051200097511,7.67099176866591e-14,4.09119560995515e-13,0.443277036071766,"Lipid","Lysolipid"
"2-methoxyacetaminophen sulfate*",0,NA,NA,0,NA,NA,0,"Xenobiotics","Drug"
"2-methylbutyroylcarnitine",-1.96433604215459,2.48404176288168e-16,4.47127517318702e-15,-1.28868107852539,7.30506292816013e-17,6.57455663534412e-16,0.675654963629204,"Amino acid","Valine, leucine and isoleucine metabolism"
"2-myristoylglycerophosphocholine*",0.614082685057391,0.0791102977013049,0.116839824297312,0.884589575786915,1.56797276633755e-05,3.20266777805116e-05,0.270506890729524,"Lipid","Lysolipid"
"2-oleoylglycerol (2-monoolein)",1.0418000324031,0.124262315123156,0.170823612197942,1.62653037317854,2.36854799271349e-05,4.73709598542698e-05,0.584730340775439,"Lipid","Monoacylglycerol"
"2-oleoylglycerophosphocholine*",-0.937293207521283,0.000271908047816891,0.000626476142170118,0.0391780863813247,0.743491215668172,0.784342381364226,0.976471293902607,"Lipid","Lysolipid"
"2-oleoylglycerophosphoethanolamine*",-3.74796081249359,1.10677419352278e-18,9.10717050670174e-17,-3.25970793791443,7.86332216028794e-24,2.6642785672505e-22,0.488252874579154,"Lipid","Lysolipid"
"2-oleoylglycerophosphoserine*",-0.191340290014457,0.000142996735923825,0.000346076134000519,0.0469961296939478,0.0798043789821576,0.103763707209306,0.238336419708404,"Lipid","Lysolipid"
"2-palmitoleoylglycerophosphocholine*",1.00513835401184,0.00865345404968829,0.0156741809201901,1.75728098137337,4.84890905408792e-13,2.42867096969969e-12,0.752142627361533,"Lipid","Lysolipid"
"2-palmitoylglycerol (2-monopalmitin)",-0.263701986710486,0.0777784967455542,0.115168159705499,0.221808925615349,0.124628248230558,0.154710928837935,0.485510912325835,"Lipid","Monoacylglycerol"
"2-palmitoylglycerophosphocholine*",-1.24230549413507,0.00141130273240785,0.00292413803549252,-0.201332861370075,0.910967247411645,0.936994883051978,1.04097263276499,"Lipid","Lysolipid"
"2-palmitoylglycerophosphoethanolamine*",-5.60798571216427,1.00896703390829e-18,9.10717050670174e-17,-4.91049637932961,7.52381099635619e-23,1.80571463912549e-21,0.697489332834654,"Lipid","Lysolipid"
"2-phosphoglycerate",-0.604033051149552,0.0996455622358516,0.140676087862379,-0.81432674378543,0.00856433302859957,0.0127140614032818,-0.210293692635878,"Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism"
"2-stearoylglycerophosphocholine*",-2.5444829677372,5.50505575364529e-07,1.84355355470912e-06,-1.18989432672818,0.00151117160050848,0.00246582108184953,1.35458864100902,"Lipid","Lysolipid"
"2-stearoylglycerophosphoethanolamine*",-5.60712720416401,8.85610087867507e-12,5.31366052720504e-11,-4.66455362137678,2.04758737649926e-14,1.22855242589956e-13,0.942573582787237,"Lipid","Lysolipid"
"3'-dephosphocoenzyme A",-1.42048937534988,7.19086168289535e-07,2.31393091025012e-06,-0.630386848412955,0.00065356456726055,0.00111376683651502,0.790102526936928,"Cofactors and vitamins","Pantothenate and CoA metabolism"
"3-(4-hydroxyphenyl)lactate",0.891747420648512,2.39781728545019e-08,9.70554990802678e-08,0.545702261541213,1.2774526016409e-05,2.66598803820709e-05,-0.346045159107298,"Amino acid","Phenylalanine & tyrosine metabolism"
"3-(cystein-S-yl)acetaminophen*",-0.185097179089825,0.0823216142274569,0.11913881858044,-0.294030883541932,0.00713844624132979,0.0107356267232532,-0.108933704452108,"Xenobiotics","Drug"
"3-(N-acetyl-L-cystein-S-yl) acetaminophen*",-0.54798222123072,0.0823129368932555,0.11913881858044,-0.593873224011324,0.00213571948144055,0.0033796000585433,-0.045891002780604,"Xenobiotics","Drug"
"3-aminoisobutyrate",1.93085273956159,5.98343394481632e-07,1.98072296104264e-06,2.0015315936621,3.32301501503537e-08,9.71602359726077e-08,0.0706788541005072,"Nucleotide","Pyrimidine metabolism, thymine containing; Valine, leucine and isoleucine metabolism/"
"3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)",0.695146340196779,0.116343299103719,0.161478892249981,0.0931817646084889,0.989332698066766,1,-0.60196457558829,"Lipid","Fatty acid, dicarboxylate"
"3-dehydrocarnitine*",-0.213686385221172,0.00629487981686041,0.0117722427743883,0.088652465872679,0.842285289698974,0.8741555439038,0.302338851093851,"Lipid","Carnitine metabolism"
"3-hydroxybutyrate (BHBA)",0.0561081611441339,0.838934217872614,0.889919170340011,-0.160570677304982,0.530978804456511,0.58590764629684,-0.216678838449116,"Lipid","Ketone bodies"
"3-hydroxydecanoate",-0.412085842492495,0.0540950371059484,0.0835354996595879,-0.344531983935577,0.120429135798137,0.149821127904378,0.0675538585569175,"Lipid","Fatty acid, monohydroxy"
"3-hydroxyhippurate",-3.88026499763995,9.78924379920534e-12,5.75367798810437e-11,-2.85254869285245,4.83409712175932e-15,3.23772086294578e-14,1.0277163047875,"Xenobiotics","Benzoate metabolism"
"3-hydroxyoctanoate",-0.304779047721048,0.0130826601855313,0.0229744276428843,-0.294613367670384,0.0894713208493079,0.115034555377682,0.0101656800506635,"Lipid","Fatty acid, monohydroxy"
"3-indoxyl sulfate",-0.505106368525977,0.136597725983247,0.182977418991512,-1.31057900438319,6.2569295749598e-06,1.39689590510731e-05,-0.805472635857214,"Amino acid","Tryptophan metabolism"
"3-methyl-2-oxovalerate",-0.133018620998193,0.954631695781413,0.981906887089454,-0.183042685529838,0.183993899028388,0.221716497573957,-0.050024064531645,"Amino acid","Valine, leucine and isoleucine metabolism"
"3-methylhistidine",-0.746374140651951,2.67662679655004e-05,7.23820204137476e-05,-0.92287668190481,7.93698482082545e-08,2.13630993308199e-07,-0.176502541252859,"Amino acid","Histidine metabolism"
"3-phosphoglycerate",-0.515798739432471,0.0144827522899944,0.0253558216384097,-0.921161087127702,0.000115208099683363,0.000212691876338517,-0.405362347695231,"Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism"
"3-ureidopropionate",0.425870862936623,0.156076142467833,0.205720498996503,0.458859738442048,0.356072999996714,0.40294311983911,0.0329888755054254,"Amino acid","Alanine and aspartate metabolism"
"3,4-dihydroxyphenethyleneglycol",-1.99252641751466,5.41471625230415e-14,5.11291239561835e-13,-1.76052997818706,2.14099271719567e-14,1.2713523763966e-13,0.231996439327605,"Amino acid","Phenylalanine & tyrosine metabolism"
"4-acetamidophenol",-0.442598409002355,0.619257305429897,0.692606228985671,-0.423014971391564,0.133901381032926,0.165509003165162,0.019583437610791,"Xenobiotics","Drug"
"4-acetaminophen sulfate",-0.786692889808403,0.374199961995634,0.449977407326692,-0.675148710419886,0.150714842790099,0.183534354010775,0.111544179388517,"Xenobiotics","Drug"
"4-androsten-3beta,17beta-diol disulfate 1*",0.218746527734777,0.489676208388876,0.568191102395467,-0.47908846841964,0.201788191329115,0.241141075115291,-0.697834996154416,"Lipid","Sterol/Steroid"
"4-guanidinobutanoate",0.267056580267204,0.433455433318266,0.513724958006834,0.287348617819264,0.148304427613245,0.180981674375485,0.0202920375520595,"Amino acid","Guanidino and acetamido metabolism"
"4-hydroxybutyrate (GHB)",0.994908923692697,0.271341411785967,0.341997052929358,1.90897030630368,1.00922754035606e-05,2.13718773251871e-05,0.91406138261098,"Lipid","Fatty acid, monohydroxy"
"4-hydroxyglutamate",2.23274134222408,4.64247855496761e-05,0.000120998536093273,3.02534886533571,1.4373507608812e-09,5.04825633089983e-09,0.792607523111634,"Amino acid","Glutamate metabolism"
"4-hydroxyhippurate",-2.92081037640782,2.19024671985689e-13,1.82837987048923e-12,-3.63140185903904,1.29481059026427e-24,6.2150908332685e-23,-0.710591482631214,"Xenobiotics","Benzoate metabolism"
"4-hydroxyphenylacetate",-1.7644037851151,1.85749873918013e-13,1.62108980873902e-12,-1.66887134786908,1.14529524264324e-17,1.15735098203948e-16,0.0955324372460231,"Amino acid","Phenylalanine & tyrosine metabolism"
"4-methyl-2-oxopentanoate",0.0388273344484247,0.606073674638578,0.6818328839684,0.215020751131497,0.410819552265169,0.462171996298315,0.176193416683072,"Amino acid","Valine, leucine and isoleucine metabolism"
"5-aminovalerate",0.514217590284236,0.000803077386386472,0.00173248155265396,1.12086583723837,4.8739847401268e-10,1.77684506981838e-09,0.606648246954139,"Amino acid","Urea cycle; arginine-, proline-, metabolism"
"5-HETE",-2.0333635991644,4.2171232069018e-10,2.07612219416704e-09,-2.23007327926745,1.96134881224282e-14,1.20184778282114e-13,-0.196709680103047,"Lipid","Eicosanoid"
"5-methyltetrahydrofolate (5MeTHF)",-2.36460949281038,1.51171456213727e-16,3.29583485066866e-15,-2.05296254978745,9.1312448658948e-18,9.56290371410074e-17,0.311646943022927,"Cofactors and vitamins","Folate metabolism"
"5-methylthioadenosine (MTA)",-0.173184452133294,0.0119413663154468,0.0210988558211575,1.19850322526176,4.16966088501636e-06,9.45560893610009e-06,1.37168767739506,"Amino acid","Polyamine metabolism"
"5-methyluridine (ribothymidine)",-0.229348966650319,0.000524317053391615,0.00114831415495654,-0.348520594132161,0.000151074148376115,0.000275375662862791,-0.119171627481843,"Nucleotide","Pyrimidine metabolism, uracil containing"
"5-oxoETE",-1.97974574982309,3.17758259486484e-12,1.98944301591538e-11,-2.0158920298108,9.37172312042282e-16,7.49737849633826e-15,-0.0361462799877004,"Lipid","Eicosanoid"
"5-oxoproline",0.245320729108265,0.852976095334268,0.903151159765695,-0.665466852916134,7.66748377822579e-10,2.77765450079123e-09,-0.910787582024399,"Amino acid","Glutathione metabolism"
"5,6-dihydrouracil",1.19250466802898,5.17728884942455e-07,1.74392887559564e-06,1.35734978490226,1.27729169917997e-09,4.51361974679548e-09,0.164845116873286,"Nucleotide","Pyrimidine metabolism, uracil containing"
"6'-sialyllactose",1.13154082852804,0.32831869251803,0.4026786101509,1.69243449736286,0.00072657449793344,0.00121715964203053,0.56089366883482,"Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism"
"6-keto prostaglandin F1alpha",-0.851420343386033,0.00191270656367297,0.00386568063394958,-0.431182566658597,0.0234473505626387,0.0330212076383372,0.420237776727436,"Lipid","Eicosanoid"
"6-phosphogluconate",1.35505029571368,6.59445645735794e-07,2.14945261553728e-06,1.77902497843401,1.04604331340184e-10,4.18417325360735e-10,0.423974682720333,"Carbohydrate","Nucleotide sugars, pentose metabolism"
"7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)",1.86683581332167,1.63735081705322e-11,9.15644728759857e-11,2.11410478123748,4.36415500844085e-14,2.4644640047666e-13,0.247268967915809,"Lipid","Sterol/Steroid"
"7-alpha-hydroxycholesterol",0.63797620268138,0.88388564273956,0.920647613414081,1.7416030560513,0.0923423559902283,0.118198215667492,1.10362685336992,"Lipid","Sterol/Steroid"
"7-beta-hydroxycholesterol",0.299961940437754,0.423112318682194,0.502500403218441,1.12487733396813,0.0026727786489926,0.00418347962451016,0.824915393530374,"Lipid","Sterol/Steroid"
"Ac-Ser-Asp-Lys-Pro-OH",0.609936279105169,0.00212084347429086,0.0042564663456151,0.674840203194525,7.02310089308475e-05,0.000134395551973981,0.0649039240893566,"Peptide","Polypeptide"
"acetylcarnitine",1.40851739856102,1.61994611833948e-09,7.586089139541e-09,1.53038588167159,5.47019218795875e-20,7.8770767506606e-19,0.121868483110572,"Lipid","Carnitine metabolism"
"adenine",-0.586993927604269,2.43684977071117e-05,6.68393079966492e-05,1.30086915105402,0.000302982067498103,0.000533693183115925,1.88786307865829,"Nucleotide","Purine metabolism, adenine containing"
"adenosine",-0.77739266218721,3.34175021966084e-05,8.87026786416887e-05,-0.505066977948806,0.000149459555780297,0.000273297473426829,0.272325684238404,"Nucleotide","Purine metabolism, adenine containing"
"adenosine 2'-monophosphate (2'-AMP)",-1.18379772906581,6.85298341071225e-10,3.28943203714188e-09,-0.717569858357533,3.45670932768847e-09,1.19225423517878e-08,0.466227870708276,"Nucleotide","Purine metabolism, adenine containing"
"adenosine 3'-monophosphate (3'-AMP)",-1.19782164680583,8.2665218612627e-09,3.55337059110994e-08,-0.904163654621045,8.93630452461841e-12,4.11784912494416e-11,0.293657992184787,"Nucleotide","Purine metabolism, adenine containing"
"adenosine 5'-monophosphate (AMP)",0.989286895295771,5.88654057039988e-05,0.000150028644626121,0.945830413976697,0.000726914786212676,0.00121715964203053,-0.0434564813190746,"Nucleotide","Purine metabolism, adenine containing"
"adenylosuccinate",-0.717422105752643,0.000837316433451943,0.00179291548575583,0.182523374592449,0.794396880284643,0.831950187352644,0.899945480345093,"Nucleotide","Purine metabolism, adenine containing"
"adipate",-1.99973583740951,1.0628615659935e-06,3.32721881528401e-06,-1.58675773462528,1.83861373897049e-08,5.57390270340529e-08,0.412978102784227,"Lipid","Fatty acid, dicarboxylate"
"adrenate (22:4n6)",-0.0157194256810751,0.900095232959522,0.934152890422856,0.302526787981819,0.0110668010031745,0.0162200442183932,0.318246213662895,"Lipid","Long chain fatty acid"
"agmatine",-0.34129011568621,0.0269712538157709,0.0445141610254557,1.19811379113547,0.000221316913687595,0.00039589609404986,1.53940390682168,"Amino acid","Polyamine metabolism"
"alanine",-0.67654004952866,1.32265399575476e-06,4.07405722756547e-06,-0.279811867322501,0.00576365812803741,0.00885297888466545,0.396728182206159,"Amino acid","Alanine and aspartate metabolism"
"alanylalanine",-0.0303475830142188,0.00200501751862742,0.00403807724031257,0.262654694588242,0.674131158405244,0.722554904692803,0.293002277602461,"Peptide","Dipeptide"
"alanylglutamate",0.673831872866645,0.473339444517332,0.553029452417816,1.22453237310788,1.91423595858986e-05,3.84181154058453e-05,0.550700500241234,"Peptide","Dipeptide"
"alanylglycine",-0.131122230159894,0.0549841002855856,0.0846813950922388,0.5916071272597,0.0126108632550241,0.0182968696093045,0.722729357419595,"Peptide","Dipeptide"
"alanylisoleucine",0.0278831986452784,0.010682733883248,0.019050324200467,0.914321078772269,0.128098183802413,0.158676459935892,0.886437880126991,"Peptide","Dipeptide"
"alanylleucine",1.71832730477581,0.000150554842293048,0.000361331621503314,2.40945544499757,8.73005586656167e-09,2.84096733284719e-08,0.691128140221764,"Peptide","Dipeptide"
"alanylmethionine",0.91815182039822,0.10105303874128,0.141967195890189,1.37498980652299,0.00116816594736704,0.00193908814317988,0.456837986124767,"Peptide","Dipeptide"
"alanylphenylalanine",1.74867918348575,0.00152051578115926,0.00313912935465138,2.19711567690717,1.67398275465811e-07,4.32382989543979e-07,0.448436493421422,"Peptide","Dipeptide"
"alanylthreonine",0.498756071892501,0.121398668169335,0.1672862030276,0.924792340730298,0.0695375479654785,0.0912383317269149,0.426036268837797,"Peptide","Dipeptide"
"alanyltryptophan",1.12512542006599,0.000363178054847827,0.000817150623407612,0.604109417022976,0.0769135005385546,0.10045844968301,-0.52101600304301,"Peptide","Dipeptide"
"alanyltyrosine",1.01860896455648,0.00665015325907598,0.0123964021916756,1.35798284091545,4.88423092004165e-07,1.2231813086713e-06,0.339373876358972,"Peptide","Dipeptide"
"alanylvaline",0.18944309284486,0.0714584545745671,0.106356769599356,0.661924822428347,0.221783903186768,0.262854996369503,0.472481729583488,"Peptide","Dipeptide"
"allo-threonine",-0.389750121119075,0.448675664003255,0.530285433375947,-0.882488392446303,0.00120239624031768,0.00199017308742237,-0.492738271327228,"Amino acid","Glycine, serine and threonine metabolism"
