"Pathway","Comparison","Regulation_Grouping_2","fGSEA NES","fGSEA padj","fGSEA pval","fGSEA size","gene","Genes_in_Pathway","Percentage_of_Pathway_detected","In Threshold?"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"SLC38A1",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"SLC25A13",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"SLC36A1",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"SLC38A3",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"SLC1A7",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"ASNS",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"SLC38A4",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"SLC6A14",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"GPT",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"DDO",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"SLC1A1",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"SLC1A2",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"SLC1A4",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"SLC38A5",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"SLC38A2",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"SLC1A6",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"ASPA",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"ACY3",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"GOT2",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"SLC7A3",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"AGXT2",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"SLC1A5",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"SLC7A10",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"GPT2",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"ASRGL1",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"SLC1A3",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"AGXT2L1",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"SLC7A2",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS&TMDE",-1.09652447159702,0.725981182065627,0.357100179247162,1,"SLC25A12",32,3.12,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS",1.06844565342304,0.896593186372746,0.40283540802213,6,"SLC7A8",32,18.75,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS",1.06844565342304,0.896593186372746,0.40283540802213,6,"GOT1",32,18.75,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS",1.06844565342304,0.896593186372746,0.40283540802213,6,"AGXT",32,18.75,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS",1.06844565342304,0.896593186372746,0.40283540802213,6,"SLC38A1",32,18.75,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS",1.06844565342304,0.896593186372746,0.40283540802213,6,"SLC25A13",32,18.75,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS",1.06844565342304,0.896593186372746,0.40283540802213,6,"SLC36A1",32,18.75,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS",1.06844565342304,0.896593186372746,0.40283540802213,6,"SLC38A3",32,18.75,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS",1.06844565342304,0.896593186372746,0.40283540802213,6,"SLC1A7",32,18.75,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS",1.06844565342304,0.896593186372746,0.40283540802213,6,"ASNS",32,18.75,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS",1.06844565342304,0.896593186372746,0.40283540802213,6,"SLC38A4",32,18.75,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS",1.06844565342304,0.896593186372746,0.40283540802213,6,"SLC6A14",32,18.75,"NO"
"Alanine and Aspartate Metabolism","Stage IV-Stage I","TPDS",1.06844565342304,0.896593186372746,0.40283540802213,6,"GPT",32,18.75,"NO"
