"Metabolite","Log2FC_ TvN_Young","p.val_ TvN_Young","p.adj_ TvN_Young","Log2FC_ TvN_Old","p.val_ TvN_Old","p.adj_ TvN_Old","Log2FC_Young-Old","SUPER PATHWAY","SUB PATHWAY"
"alpha-tocopherol",1.94868499838041,0.0147630147630148,0.0616195398804094,3.31551209180101,5.44406616401534e-21,6.03035021244776e-20,1.36682709342059,"Cofactors and vitamins","Tocopherol metabolism"
"androsterone sulfate",-0.0356690943513134,0.573737373737374,0.806031042128603,-0.83746487846349,4.588231376231e-05,8.89838812359952e-05,-0.801795784112177,"Lipid","Sterol/Steroid"
"anserine",-2.56940645548834,0.0184860023601499,0.0734340507548025,-1.64391994025529,3.29495749059447e-11,1.18618469661401e-10,0.925486515233055,"Peptide","Dipeptide derivative"
"arabitol",-1.34054445108622,0.00295260295260295,0.0246478159521638,-1.24919642688576,4.44302838581597e-19,3.76350639739706e-18,0.0913480242004585,"Carbohydrate","Nucleotide sugars, pentose metabolism"
"arabonate",-0.172734222526816,0.720901320901321,0.922753690753691,0.350891436303549,0.00645666147579089,0.00991743202681481,0.523625658830364,"Cofactors and vitamins","Ascorbate and aldarate metabolism"
"arachidate (20:0)",1.10583782207759,0.0752002988766929,0.198694367674198,1.30878248459003,1.67171523574494e-12,6.92739550927401e-12,0.202944662512446,"Lipid","Long chain fatty acid"
"arachidonate (20:4n6)",-1.97385806623737,0.000310800310800311,0.0137708445400753,-1.76759479651662,2.75460674493302e-25,7.93326742540711e-24,0.20626326972075,"Lipid","Long chain fatty acid"
"arginine",-0.699740298251538,0.0379176379176379,0.124231000389744,-0.505438886572361,3.06877536110028e-08,8.22146329299425e-08,0.194301411679176,"Amino acid","Urea cycle; arginine-, proline-, metabolism"
"argininosuccinate",-1.49669764638961,0.111909737067011,0.260971694536836,-0.996642687613984,0.105055957365793,0.133876618236055,0.500054958775628,"Amino acid","Urea cycle; arginine-, proline-, metabolism"
"arginylleucine",1.211824057211,0.589773790658908,0.820554839177611,2.23625264711265,5.53311499033975e-10,1.8108376332021e-09,1.02442858990165,"Peptide","Dipeptide"
"arginylmethionine",0.176139225789058,1,1,1.54105482016553,0.00758751841594695,0.0113223072735374,1.36491559437647,"Peptide","Dipeptide"
"arginylphenylalanine",0.574060356942094,0.955270926520046,1,2.46459332126816,1.26914007552061e-13,5.66685801162692e-13,1.89053296432607,"Peptide","Dipeptide"
"arginyltyrosine",-1.44688102983386,1,1,1.09728145336259,0.00200109194309494,0.00321963396430918,2.54416248319645,"Peptide","Dipeptide"
"arginylvaline",-0.508732145997056,0.505361305361305,0.736931928830663,0.39064517695721,0.00845224753858617,0.0124513927934159,0.899377322954267,"Peptide","Dipeptide"
"ascorbate (Vitamin C)",-1.71908125025464,0.0206682206682207,0.0793659673659674,0.136944846115932,0.705985753910912,0.748890965474558,1.85602609637057,"Cofactors and vitamins","Ascorbate and aldarate metabolism"
"asparagine",-1.93742673534134,0.00295260295260295,0.0246478159521638,-1.42103448698816,9.26592533549752e-16,5.28432969628373e-15,0.516392248353181,"Amino acid","Alanine and aspartate metabolism"
"aspartate",-1.25077330758614,0.00466200466200466,0.0288743514549966,-1.18598513437486,3.50865133461946e-17,2.32296915947219e-16,0.0647881732112787,"Amino acid","Alanine and aspartate metabolism"
"aspartate-glutamate",-1.24997099754522,0.00466200466200466,0.0288743514549966,-0.314971232430934,1.17484982589926e-05,2.43422122200709e-05,0.934999765114283,"Peptide","Dipeptide"
"aspartylleucine",-0.639032678139318,0.382284382284382,0.603276175878915,1.54941157295763,5.89283424601041e-11,2.08237578263926e-10,2.18844425109695,"Peptide","Dipeptide"
"aspartylphenylalanine",-1.04253402962254,0.169000047821659,0.35032180659409,0.906165589298111,4.07677451528886e-05,7.98715007077002e-05,1.94869961892065,"Peptide","Dipeptide"
"aspartyltryptophan",-1.9671414230221,0.00274173312722051,0.0246478159521638,-0.369566478910533,6.050555960161e-06,1.29078527150101e-05,1.59757494411157,"Peptide","Dipeptide"
"aspartylvaline",0.331881009413159,0.70586543962352,0.922753690753691,0.239391062266878,0.0155880335564013,0.0222796707902907,-0.0924899471462806,"Peptide","Dipeptide"
"atenolol",0,NA,NA,-0.416270930814747,0.697839267993195,0.741615163033358,-0.416270930814747,"Xenobiotics","Drug"
"azelate (nonanedioate)",0.241266596112712,0.382284382284382,0.603276175878915,0.18540538605294,0.0648406634386862,0.0866548077510052,-0.0558612100597724,"Lipid","Fatty acid, dicarboxylate"
"benzoate",0.513442092735821,0.0104118104118104,0.0479776223776224,-0.210052982611786,0.000569856819264852,0.000973998599099569,-0.723495075347607,"Xenobiotics","Benzoate metabolism"
"beta-alanine",2.07096026260819,0.0498834498834499,0.152025752025752,2.1481692892037,8.40279375255423e-18,6.45334560196165e-17,0.0772090265955105,"Amino acid","Alanine and aspartate metabolism"
"beta-hydroxypyruvate",0,NA,NA,0.0897877306127946,0.485275558220346,0.545598721867278,0.0897877306127946,"Amino acid","Glycine, serine and threonine metabolism"
"beta-tocopherol",1.16393405542113,0.351401570582985,0.590108759929444,2.15228237002549,5.34716717241006e-10,1.75998188074754e-09,0.988348314604358,"Cofactors and vitamins","Tocopherol metabolism"
"betaine",-0.493224559266942,0.382284382284382,0.603276175878915,-0.354550754528926,0.567337130819929,0.621266515878858,0.138673804738016,"Amino acid","Glycine, serine and threonine metabolism"
"bilirubin (E,E)*",0.818491984691612,0.170903520230797,0.35032180659409,0.0816331287513795,0.407523261056249,0.468529737262274,-0.736858855940233,"Cofactors and vitamins","Hemoglobin and porphyrin metabolism"
"bilirubin (Z,Z)",2.0585254982041,0.0324742023051656,0.112006829507637,0.401248353791408,0.0345017369721038,0.0473166678474567,-1.65727714441269,"Cofactors and vitamins","Hemoglobin and porphyrin metabolism"
"butyrylcarnitine",0.279408222748917,0.798445998445998,0.97852105341467,0.557262843825105,0.000516216543696821,0.00088758426617722,0.277854621076188,"Lipid","Fatty acid metabolism (also BCAA metabolism)"
"C-glycosyltryptophan*",-0.322717157632691,0.0649572649572649,0.179002227229746,-0.287356822835546,0.00149159640451314,0.00244774794586772,0.0353603347971455,"Amino acid","Tryptophan metabolism"
"caprate (10:0)",0.150285063411659,0.13038073038073,0.285548671860459,-0.3006296072479,1.62838495221197e-06,3.78205537287942e-06,-0.450914670659559,"Lipid","Medium chain fatty acid"
"caproate (6:0)",-0.218289142328472,0.878477078477078,1,-0.302135311016775,3.88820078053545e-06,8.58085689497479e-06,-0.0838461686883029,"Lipid","Medium chain fatty acid"
"caprylate (8:0)",0.25631300225542,0.194871794871795,0.375405196809879,-0.204022605373667,0.00404032435159463,0.00634121751094961,-0.460335607629087,"Lipid","Medium chain fatty acid"
"carnitine",-0.152800017829729,0.505361305361305,0.736931928830663,0.317917110123158,0.0785724611075114,0.102625255324096,0.470717127952887,"Lipid","Carnitine metabolism"
"catechol sulfate",0.191951588993271,0.621768741264933,0.84867013025735,-0.790699972849217,4.40442145765233e-06,9.64618539774807e-06,-0.982651561842488,"Xenobiotics","Benzoate metabolism"
"celecoxib",0,NA,NA,-0.00718769118226472,0.322841088056666,0.377193644463772,-0.00718769118226472,"Xenobiotics","Drug"
"chiro-inositol",-1.8720049306138,1,1,-1.30600150202014,0.000438820166945796,0.000763626634926823,0.566003428593664,"Lipid","Inositol metabolism"
"cholate",0.128991242657326,0.945001830339073,1,-0.752981139116124,0.00167342280738291,0.00273057092649449,-0.881972381773449,"Lipid","Bile acid metabolism"
"cholesterol",-0.383284403892433,0.0649572649572649,0.179002227229746,0.268690271900339,0.00134639865701305,0.00222852191505608,0.651974675792772,"Lipid","Sterol/Steroid"
"choline",-0.506965226581713,0.194871794871795,0.375405196809879,-0.546893072299614,3.75590244100454e-08,9.9695843595328e-08,-0.039927845717902,"Lipid","Glycerolipid metabolism"
"choline phosphate",0.197763125157217,0.505361305361305,0.736931928830663,0.472656456998269,1.65259022879231e-06,3.82285932443522e-06,0.274893331841052,"Lipid","Glycerolipid metabolism"
"cinnamoylglycine",-0.0641102149892705,0.381573905705021,0.603276175878915,-0.454986801119673,8.14885164234366e-06,1.72563917131983e-05,-0.390876586130403,"Xenobiotics","Food component/Plant"
"cis-aconitate",2.2390901314083,0.00256680744409709,0.0246478159521638,1.22523854146463,5.21366755048822e-12,2.08546702019529e-11,-1.01385158994367,"Energy","Krebs cycle"
"cis-vaccenate (18:1n7)",0.0533687997255338,0.798445998445998,0.97852105341467,0.682949560999636,1.13985583490498e-06,2.69080721682486e-06,0.629580761274102,"Lipid","Long chain fatty acid"
"citalopram",0,NA,NA,0.0292094570627151,0.55703523756857,0.617023647768262,0.0292094570627151,"Xenobiotics","Drug"
"citramalate",-1.26531228425462,0.177687439100587,0.360380158175838,-2.34221519710012,6.57313710391892e-21,7.14363579595716e-20,-1.0769029128455,"Amino acid","Valine, leucine and isoleucine metabolism"
"citrate",3.12864823806474,0.000621600621600622,0.0137708445400753,1.85444079148164,2.09462811838444e-15,1.1171349964717e-14,-1.2742074465831,"Energy","Krebs cycle"
"citrulline",0.776557545746853,0.0147630147630148,0.0616195398804094,0.519547696536458,8.49946664499554e-07,2.02301354856092e-06,-0.257009849210395,"Amino acid","Urea cycle; arginine-, proline-, metabolism"
"codeine",0,NA,NA,0.0134783125578004,0.322841088056666,0.377193644463772,0.0134783125578004,"Xenobiotics","Drug"
"cortisol",0.100506137699894,1,1,-0.610821300945151,0.56031752193979,0.618281403519768,-0.711327438645044,"Lipid","Sterol/Steroid"
"cortisone",-2.07985640078419,0.00504026972290318,0.0296888263793824,-1.91054055258786,1.44420990000818e-08,4.01867102610973e-08,0.169315848196326,"Lipid","Sterol/Steroid"
"creatine",0.0800394745307978,0.878477078477078,1,0.856278274032757,3.22830101152309e-06,7.20736970014457e-06,0.776238799501959,"Amino acid","Creatine metabolism"
"creatinine",-1.58143199577059,0.00466200466200466,0.0288743514549966,-1.40387729808289,1.34562293910495e-15,7.51901842920213e-15,0.177554697687693,"Amino acid","Creatine metabolism"
"cysteine",-1.88235024629025,0.00466200466200466,0.0288743514549966,0.775158174292577,0.349029696052065,0.404509265444647,2.65750842058283,"Amino acid","Cysteine, methionine, SAM, taurine metabolism"
"cysteine-glutathione disulfide",3.95978272078566,0.00998472274939182,0.0479776223776224,2.3964430289818,1.01498735189109e-15,5.73169328126732e-15,-1.56333969180386,"Amino acid","Glutathione metabolism"
"cysteinylglycine",0,NA,NA,2.66619321830189,3.24789147034875e-05,6.42881610625732e-05,2.66619321830189,"Peptide","Dipeptide"
"cystine",-0.132895213915426,0.874734596102066,1,0.746236146095503,0.00799629330293472,0.0118707859342536,0.879131360010929,"Amino acid","Cysteine, methionine, SAM, taurine metabolism"
"cytidine",-2.19628691349902,0.000621600621600622,0.0137708445400753,-0.992054349253835,1.45272771754403e-10,4.98078074586526e-10,1.20423256424519,"Nucleotide","Pyrimidine metabolism, cytidine containing"
"cytidine-3'-monophosphate (3'-CMP)",-1.10080536370847,0.0561971119187938,0.165997622898591,-0.875553443513527,6.30862159182102e-09,1.85396226371883e-08,0.225251920194939,"Nucleotide","Pyrimidine metabolism, cytidine containing"
"cytidine 5'-diphosphocholine",-0.970777319501387,0.0248607888674232,0.0894988399227234,0.716783086494189,0.0703193976074081,0.0928990206923557,1.68756040599558,"Lipid","Glycerolipid metabolism"
"cytidine 5'-monophosphate (5'-CMP)",0.427847397406993,0.160528360528361,0.336233947870311,1.14991053617645,5.72537063591075e-15,2.89281884761806e-14,0.722063138769455,"Nucleotide","Pyrimidine metabolism, cytidine containing"
"cytosine-2',3'-cyclic monophosphate",-2.3278059041352,0.00366954370436775,0.0285892111543914,-0.280549652596981,2.9078149398072e-06,6.51712609077412e-06,2.04725625153822,"Nucleotide","Pyrimidine metabolism, cytidine containing"
"deoxycarnitine",0.210714965865538,0.278632478632479,0.49842331581462,0.345171755231992,0.00894539042019588,0.0131442471480429,0.134456789366454,"Lipid","Carnitine metabolism"
"dihomo-linoleate (20:2n6)",0.86125315681746,0.194871794871795,0.375405196809879,1.36371035581445,3.39255101797761e-18,2.71404081438208e-17,0.502457198996985,"Lipid","Long chain fatty acid"
"dihomo-linolenate (20:3n3 or n6)",-0.617976805145037,0.0649572649572649,0.179002227229746,0.0915641880725374,0.66897715928141,0.714899524575311,0.709540993217574,"Lipid","Essential fatty acid"
"dihydrocholesterol",-1.44532942763357,0.138863797671684,0.302975558556402,0.793299324127312,0.0727516065693591,0.0958922777664779,2.23862875176088,"Lipid","Sterol/Steroid"
"dimethylarginine (SDMA + ADMA)",-1.34806882544531,0.0147630147630148,0.0616195398804094,-1.93174528664206,9.63562842613583e-23,1.50003296579844e-21,-0.583676461196756,"Amino acid","Urea cycle; arginine-, proline-, metabolism"
"dimethylglycine",-0.191054930775556,0.382284382284382,0.603276175878915,-0.0101572876032076,0.734762289853354,0.777983601021198,0.180897643172348,"Amino acid","Glycine, serine and threonine metabolism"
"docosadienoate (22:2n6)",1.57781024689801,0.0649572649572649,0.179002227229746,1.75626558612845,5.68653911183013e-12,2.24345652631107e-11,0.178455339230442,"Lipid","Long chain fatty acid"
"docosahexaenoate (DHA; 22:6n3)",-1.81232150055009,0.000621600621600622,0.0137708445400753,-1.41804362735076,2.52979605609107e-19,2.31295639414041e-18,0.394277873199333,"Lipid","Essential fatty acid"
"docosapentaenoate (n3 DPA; 22:5n3)",-0.202072501564207,0.441802641802642,0.673223073223073,0.0980419361987078,0.904615459973927,0.9321261269141,0.300114437762915,"Lipid","Essential fatty acid"
"docosapentaenoate (n6 DPA; 22:5n6)",-1.22247538262284,0.194871794871795,0.375405196809879,-1.04018342097893,8.95138360557429e-12,3.36993265151032e-11,0.182291961643908,"Lipid","Essential fatty acid"
"docosatrienoate (22:3n3)",0.52221393241803,0.645376845376845,0.86050246050246,1.27426738043213,7.58362885076476e-15,3.79840888525261e-14,0.752053448014098,"Lipid","Long chain fatty acid"
"dodecanedioate",0.0502258767675523,1,1,-0.0367775054910677,0.967872009312181,0.986715535157197,-0.0870033822586201,"Lipid","Fatty acid, dicarboxylate"
"eicosapentaenoate (EPA; 20:5n3)",-1.57517261134344,0.00295260295260295,0.0246478159521638,-1.08443477987902,2.30007646753874e-08,6.24926436463355e-08,0.490737831464416,"Lipid","Essential fatty acid"
"eicosenoate (20:1n9 or 11)",1.91130637690117,0.0206682206682207,0.0793659673659674,2.33101583202957,2.03631679721523e-26,9.60520532391391e-25,0.419709455128402,"Lipid","Long chain fatty acid"
"epinephrine",0,NA,NA,0,NA,NA,0,"Amino acid","Phenylalanine & tyrosine metabolism"
"ergothioneine",1.6008238324254,0.234498834498834,0.438543274906911,1.92965039455558,6.69624648575647e-20,6.88756781392094e-19,0.328826562130177,"Xenobiotics","Food component/Plant"
"erucate (22:1n9)",1.73246371593106,0.0402162497314597,0.130873219465089,2.27359761741545,1.98411308329296e-19,1.84330505802701e-18,0.541133901484393,"Lipid","Long chain fatty acid"
"erythritol",-0.811306179606945,0.0147630147630148,0.0616195398804094,0.590877295479209,0.558970732281942,0.617979158914393,1.40218347508615,"Xenobiotics","Sugar, sugar substitute, starch"
"erythronate*",-0.310113783147783,0.382284382284382,0.603276175878915,-0.129554821659638,0.295584061558172,0.347462080525525,0.180558961488145,"Carbohydrate","Aminosugars metabolism"
"ethanolamine",-2.9545539327052,0.0104118104118104,0.0479776223776224,-1.29674319064058,9.27140101701332e-11,3.21706444927691e-10,1.65781074206463,"Lipid","Glycerolipid metabolism"
"flavin adenine dinucleotide (FAD)",-2.6878523893097,0.00166251220998214,0.0228001674511836,-2.0896935346857,1.49758887374935e-23,2.69565997274884e-22,0.598158854624005,"Cofactors and vitamins","Riboflavin metabolism"
"fructose",0.923774297861799,0.234498834498834,0.438543274906911,1.96766295081432,2.38789431177468e-15,1.2618597464057e-14,1.04388865295252,"Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism"
"fructose-6-phosphate",1.30618986930942,0.082983682983683,0.209642988590357,2.64259006821546,1.50175735732576e-25,4.55269598852442e-24,1.33640019890604,"Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism"
"fructose 1-phosphate",1.99591799727661,0.0513398264234592,0.153221450880376,3.0916325359199,3.77263000404544e-21,4.52715600485453e-20,1.09571453864329,"Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism"
"fucose",-0.111657376239855,0.645376845376845,0.86050246050246,-0.290904752735344,0.0233193982577683,0.032619743855876,-0.179247376495489,"Carbohydrate","Aminosugars metabolism"
"fumarate",-2.17255990190825,0.00295260295260295,0.0246478159521638,-1.70414047084145,8.10641444570562e-20,8.05050813918352e-19,0.468419431066804,"Energy","Krebs cycle"
"gabapentin",0,NA,NA,-0.0969723214821054,0.632610538524391,0.683646660769323,-0.0969723214821054,"Xenobiotics","Drug"
"galactose",-0.705251119954009,0.11250638569044,0.261305153861667,0.315883762796025,0.549326820004991,0.609657511219412,1.02113488275003,"Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism"
"gamma-aminobutyrate (GABA)",-2.27428538413719,0.00466200466200466,0.0288743514549966,-1.97383848121347,3.7847970038595e-17,2.47732167525349e-16,0.300446902923712,"Amino acid","Glutamate metabolism"
"gamma-glutamylcysteine",-1.15123159075446,0.177687439100587,0.360380158175838,1.65711595460402,5.19564735171946e-09,1.55869420551584e-08,2.80834754535848,"Peptide","gamma-glutamyl"
"gamma-glutamylglutamate",2.78829140154552,0.0513398264234592,0.153221450880376,2.15150421562993,4.21800513029684e-19,3.62622530604624e-18,-0.636787185915596,"Peptide","gamma-glutamyl"
"gamma-glutamylglutamine",2.28539496928723,0.170561087723945,0.35032180659409,1.81226957707107,5.90288779662817e-06,1.26868036226038e-05,-0.47312539221616,"Peptide","gamma-glutamyl"
"gamma-glutamylisoleucine*",-1.06165702952878,0.0785934912071024,0.205772049705868,-1.00378332903264,1.18464738713088e-08,3.34488674013425e-08,0.0578737004961383,"Peptide","gamma-glutamyl"
"gamma-glutamylleucine",0.160066342457853,0.573737373737374,0.806031042128603,-0.0786914182131271,0.253407285839602,0.303456541878608,-0.23875776067098,"Peptide","gamma-glutamyl"
"gamma-glutamylphenylalanine",-0.569203863476327,0.00699300699300699,0.0374483944169425,-0.439739207235206,1.51168143678668e-06,3.52521662991551e-06,0.12946465624112,"Peptide","gamma-glutamyl"
"gamma-glutamylvaline",0.136792973944097,1,1,-0.079598643548669,0.291355453771932,0.343894961829165,-0.216391617492766,"Peptide","gamma-glutamyl"
"gamma-tocopherol",2.72876590513885,0.00736206252263936,0.0385504364821843,2.38846073647277,2.44037559034031e-17,1.67340040480478e-16,-0.340305168666081,"Cofactors and vitamins","Tocopherol metabolism"
"glucarate (saccharate)",-0.599368306681001,0.082896409882224,0.209642988590357,0.456562501072762,0.076502755931152,0.100149062309872,1.05593080775376,"Cofactors and vitamins","Ascorbate and aldarate metabolism"
"gluconate",-1.2169119136106,0.00295260295260295,0.0246478159521638,-1.61038061163364,2.44938766156555e-13,1.07698266645936e-12,-0.393468698023039,"Carbohydrate","Nucleotide sugars, pentose metabolism"
"glucose",0.615686985832369,0.104895104895105,0.248640248640249,1.94672719354158,7.26830083149099e-20,7.34480926129616e-19,1.33104020770921,"Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism"
"glucose-6-phosphate (G6P)",1.62315368733687,0.104895104895105,0.248640248640249,3.10644143047692,1.03222484965781e-25,3.303119518905e-24,1.48328774314005,"Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism"
"glucose 1-phosphate",1.89539456058894,0.042540179680975,0.137658109529447,3.17264169855681,1.9573563463283e-26,9.60520532391391e-25,1.27724713796787,"Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism"
"glucuronate",-1.97823111509133,0.00953795235813348,0.0479776223776224,-1.63446838789606,7.69456816517656e-17,4.76566802488355e-16,0.343762727195272,"Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism"
"glutamate",-0.0771278821282134,0.878477078477078,1,0.629097944628907,1.15339007669622e-14,5.67822806988909e-14,0.70622582675712,"Amino acid","Glutamate metabolism"
"glutamate, gamma-methyl ester",-1.98175772601039,0.000621600621600622,0.0137708445400753,-1.37449729610548,5.12222608672373e-14,2.36032178076229e-13,0.607260429904912,"Amino acid","Glutamate metabolism"
"glutamine",0.513604485933554,0.0206682206682207,0.0793659673659674,0.46945442974578,1.12369001226843e-09,3.63621037677873e-09,-0.0441500561877741,"Amino acid","Glutamate metabolism"
"glutarate (pentanedioate)",-0.662949537367104,0.429536845063436,0.661336915422188,0.231540090509414,0.944544567015821,0.966354654708904,0.894489627876518,"Amino acid","Lysine metabolism"
"glutaroyl carnitine",-1.53234091673272,0.00998472274939182,0.0479776223776224,-0.942410855228317,5.7509488920999e-09,1.69874182658951e-08,0.5899300615044,"Amino acid","Lysine metabolism"
"glutathione, oxidized (GSSG)",5.38166697967002,0.0324742023051656,0.112006829507637,4.92060042396822,1.97137271270188e-06,4.4705144980956e-06,-0.461066555701797,"Amino acid","Glutathione metabolism"
"glutathione, reduced (GSH)",2.6040530004906,0.110465130411439,0.259705775987709,5.23351668415424,3.77361664664964e-14,1.75290579715338e-13,2.62946368366364,"Amino acid","Glutathione metabolism"
"glycerate",-0.727133836622696,0.0379176379176379,0.124231000389744,-0.126360215086,0.118224916279343,0.149664948960224,0.600773621536696,"Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism"
"glycerol",-0.907429219145723,0.082983682983683,0.209642988590357,0.0527996604141107,0.607700339345842,0.660444357106491,0.960228879559834,"Lipid","Glycerolipid metabolism"
"glycerol 2-phosphate",0.185854165784593,0.959129759129759,1,0.575077288428672,0.0233321778969113,0.032619743855876,0.38922312264408,"Xenobiotics","Chemical"
"glycerol 3-phosphate (G3P)",-0.532110571861497,0.720901320901321,0.922753690753691,-0.293189182310864,0.00634248949203073,0.00976811215884946,0.238921389550633,"Lipid","Glycerolipid metabolism"
"glycerophosphoethanolamine",-1.29232581348295,0.0206682206682207,0.0793659673659674,-1.49481984801782,5.81654336200004e-12,2.26373579494056e-11,-0.202494034534863,"Lipid","Glycerolipid metabolism"
"glycerophosphorylcholine (GPC)",0.381581431942641,0.234498834498834,0.438543274906911,0.562899925275255,4.41381551847986e-05,8.5890464143392e-05,0.181318493332614,"Lipid","Glycerolipid metabolism"
"glycine",-0.985794444595561,0.0104118104118104,0.0479776223776224,-0.197468469593101,0.0393189223238884,0.0535406601857204,0.788325975002461,"Amino acid","Glycine, serine and threonine metabolism"
"glycocholenate sulfate*",0,NA,NA,-0.233712038796552,0.00706644086090906,0.0106831231912956,-0.233712038796552,"Lipid","Bile acid metabolism"
"glycolate (hydroxyacetate)",-0.420009361958422,0.160528360528361,0.336233947870311,-0.451178589022182,2.96674966766346e-08,7.98527013352407e-08,-0.0311692270637599,"Xenobiotics","Chemical"
"glycolithocholate sulfate*",0.337726870011104,0.589744362208388,0.820554839177611,-0.599277416718986,0.00139403547818037,0.00229418410123399,-0.93700428673009,"Lipid","Bile acid metabolism"
"glycylglycine",-1.11230602929638,0.0281274281274281,0.0987890158621866,-1.46473708536762,1.23533173427072e-17,9.24092310311604e-17,-0.352431056071238,"Peptide","Dipeptide"
"glycylisoleucine",-1.5073347001388,0.00466200466200466,0.0288743514549966,-0.295535127136674,0.00574337527497837,0.00889296816770845,1.21179957300213,"Peptide","Dipeptide"
"glycylleucine",-1.03801935146322,0.0498834498834499,0.152025752025752,0.230705927320289,0.923391701008132,0.948081318682146,1.26872527878351,"Peptide","Dipeptide"
"glycyllysine",-0.80934102376839,0.557672607434147,0.801045939855533,0.0879994293933099,0.601172797497167,0.655824869996909,0.897340453161699,"Peptide","Dipeptide"
"glycylmethionine",-0.636003008473575,0.382284382284382,0.603276175878915,0.817349618523152,0.000377667127070537,0.000665248517408653,1.45335262699673,"Peptide","Dipeptide"
"glycylphenylalanine",0.0863175097655513,0.836045800136713,1,1.0370745324791,1.26421381216348e-08,3.55213246734715e-08,0.950757022713554,"Peptide","Dipeptide"
"glycylproline",-0.195244426826678,0.573737373737374,0.806031042128603,0.751606055360719,7.18026777871232e-11,2.52185014666969e-10,0.946850482187397,"Peptide","Dipeptide"
"glycylthreonine",-2.33809260161039,0.00108780108780109,0.0174048174048174,-1.78019266358517,2.77891429658221e-19,2.50102286692399e-18,0.557899938025218,"Peptide","Dipeptide"
"glycyltryptophan",-0.928746013074217,0.249675199488228,0.46541396409456,0.38430597094008,0.89233799737068,0.923364754387373,1.3130519840143,"Peptide","Dipeptide"
"glycyltyrosine",-0.266214508973693,0.833514212953315,1,0.628989841430683,7.86203264538212e-07,1.88688783489171e-06,0.895204350404377,"Peptide","Dipeptide"
"glycylvaline",-1.78171021893747,0.00295260295260295,0.0246478159521638,-1.37007353771839,2.52405337155253e-17,1.69052876978402e-16,0.411636681219073,"Peptide","Dipeptide"
"guanidinoacetate",-1.77310116797231,0.00702157395317672,0.0374483944169425,-1.25255513420346,1.40246776212304e-08,3.92146325719841e-08,0.520546033768849,"Amino acid","Guanidino and acetamido metabolism"
"guanine",2.56625976987036,0.0946411198588863,0.233962596732698,-0.855335487056721,0.123599922634354,0.155784585202162,-3.42159525692708,"Nucleotide","Purine metabolism, guanine containing"
"guanosine",0.231936577001444,0.234498834498834,0.438543274906911,0.850655219279439,6.20498309616336e-12,2.39870487475845e-11,0.618718642277995,"Nucleotide","Purine metabolism, guanine containing"
"guanosine 5'- monophosphate (5'-GMP)",1.31343744052954,0.0739906272078213,0.196399084201406,1.62061087721454,3.33834606753968e-08,8.90225618010582e-08,0.307173436684997,"Nucleotide","Purine metabolism, guanine containing"
"gulono-1,4-lactone",-0.815019858718722,0.103307970131365,0.248640248640249,-0.893786733248411,1.53234633265693e-11,5.6943966942606e-11,-0.0787668745296887,"Cofactors and vitamins","Ascorbate and aldarate metabolism"
"heme",4.84189199961666,0.0214681709862187,0.0808213495951763,1.70320659962248,0.000216022438268173,0.000394937847101374,-3.13868539999419,"Cofactors and vitamins","Hemoglobin and porphyrin metabolism"
"hexanoylcarnitine",0.447167362868727,1,1,0.612284376895514,8.89229204386685e-05,0.00016848553346274,0.165117014026787,"Lipid","Carnitine metabolism"
"hippurate",-3.22513034587288,0.00295260295260295,0.0246478159521638,-3.27651253213904,8.97022465250565e-22,1.23020223805792e-20,-0.051382186266157,"Xenobiotics","Benzoate metabolism"
"histamine",1.52383639753992,0.0090090961446316,0.0463324944581054,1.2422963946424,1.46200140468899e-05,2.98621563510943e-05,-0.281540002897524,"Amino acid","Histidine metabolism"
"histidine",-1.12472856338144,0.00699300699300699,0.0374483944169425,-0.986055517803469,1.90795383987167e-17,1.34022123386108e-16,0.138673045577968,"Amino acid","Histidine metabolism"
"histidylleucine",-0.338096814902812,0.798445998445998,0.97852105341467,1.80920075046656,1.88143483006904e-15,1.03210139249501e-14,2.14729756536937,"Peptide","Dipeptide"
"histidylmethionine",-1.5091591135135,0.0847449524226576,0.213157609587121,1.31955719018854,0.000982415301280683,0.00165459419163062,2.82871630370204,"",""
"histidylphenylalanine",-1.21375686703465,0.565563097938799,0.806031042128603,1.35347978840574,9.74259305977122e-06,2.04807795709059e-05,2.56723665544039,"Peptide","Dipeptide"
"histidyltryptophan",0.0420586854766036,1,1,0.916202264068751,0.000555140747574104,0.000951669852984178,0.874143578592147,"Peptide","Dipeptide"
"histidyltyrosine",-0.829273977819694,1,1,1.61070001933982,0.00568101651754578,0.00882012267953199,2.43997399715951,"Peptide","Dipeptide"
"homocysteine",-0.770107255414891,0.694598076982301,0.91553430741832,-0.329068505290714,0.0643795510614188,0.0862386544450634,0.441038750124177,"Amino acid","Cysteine, methionine, SAM, taurine metabolism"
