"Metabolite","Log2FC_ TvN_Young","p.val_ TvN_Young","p.adj_ TvN_Young","Log2FC_ TvN_Old","p.val_ TvN_Old","p.adj_ TvN_Old","Log2FC_Young-Old","SUPER PATHWAY","SUB PATHWAY"
"phenylalanyltyrosine",-0.688829566964116,1,1,1.73255544906689,1.07013615853535e-07,2.76411850814513e-07,2.42138501603101,"Peptide","Dipeptide"
"phenylalanylvaline",-1.1854981628065,0.91412834520142,1,1.32556340603657,0.000168534262963516,0.000310146119702829,2.51106156884307,"Peptide","Dipeptide"
"phosphate",-0.963717665179551,0.00699300699300699,0.0374483944169425,-0.349025042924485,1.85905509584317e-06,4.24926879049869e-06,0.614692622255066,"Energy","Oxidative phosphorylation"
"phosphoenolpyruvate (PEP)",-1.420777721257,0.104895104895105,0.248640248640249,-1.3016099802043,3.99469596126692e-07,9.87529988708045e-07,0.119167741052704,"Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism"
"phosphoethanolamine",-0.620282760240308,0.0104118104118104,0.0479776223776224,-0.155466412973177,0.00207925562559315,0.00333607587838901,0.464816347267131,"Lipid","Glycerolipid metabolism"
"phytosphingosine",0.12691791737713,1,1,-0.353556415009259,0.451000906572096,0.512379728176582,-0.480474332386389,"Lipid","Sphingolipid"
"pipecolate",0.0398588354546957,1,1,0.289673080818529,0.478529878855096,0.539399628611615,0.249814245363834,"Amino acid","Lysine metabolism"
"piperine",0.045921764307661,0.599241515835671,0.829719021926314,0.124895978302055,0.566580111996674,0.621266515878858,0.0789742139943936,"Xenobiotics","Food component/Plant"
"pivaloylcarnitine",-0.701350852882853,0.261956201697046,0.485166470024111,-1.38860147159916,4.55423507395188e-08,1.20207357104304e-07,-0.687250618716307,"Xenobiotics","Drug"
"pregnanediol-3-glucuronide",-0.447183556870467,0.269699624390875,0.49473561671702,-0.414214659435277,6.27196848780296e-07,1.5179217852834e-06,0.0329688974351898,"Lipid","Sterol/Steroid"
"pregnen-diol disulfate*",0.687981380050975,0.325270979974212,0.556018099547511,-0.680996318469875,0.0251509814702286,0.0349926698716224,-1.36897769852085,"Lipid","Sterol/Steroid"
"pro-hydroxy-pro",-1.31711930072706,0.00186480186480186,0.0231407936014043,-1.23760592056539,1.44584024239142e-21,1.93675344097083e-20,0.0795133801616703,"Peptide","Dipeptide"
"proline",-1.32966563038556,0.00108780108780109,0.0174048174048174,-1.04970421283184,6.80756391205452e-19,5.68283596136725e-18,0.27996141755372,"Amino acid","Urea cycle; arginine-, proline-, metabolism"
"prolylglycine",-1.58428596509294,0.00697685514908362,0.0374483944169425,-1.2611650275605,5.06343824982758e-15,2.60405395705418e-14,0.323120937532444,"Peptide","Dipeptide"
"prolylmethionine",-0.856594742652632,0.124998482350882,0.285548671860459,0.675702955441411,0.792978512007647,0.830464768938918,1.53229769809404,"",""
"propionylcarnitine",-1.47643758988121,0.00108780108780109,0.0174048174048174,-0.139881838340964,0.00227290060198441,0.00363664096317506,1.33655575154024,"Lipid","Fatty acid metabolism (also BCAA metabolism)"
"prostaglandin A2",0.275452715886853,0.381573905705021,0.603276175878915,-0.887359755585047,0.00171393857278974,0.00278878140657314,-1.1628124714719,"Lipid","Eicosanoid"
"prostaglandin E2",1.44623019706161,0.170903520230797,0.35032180659409,-1.52418021562652,0.00132829912636172,0.00221127253405883,-2.97041041268814,"Lipid","Eicosanoid"
"pseudouridine",-1.70397907409081,0.00377218758287108,0.0285892111543914,-1.88707488988862,9.0178038023035e-27,5.77139443347424e-25,-0.183095815797803,"Nucleotide","Pyrimidine metabolism, uracil containing"
"putrescine",1.1543234181201,0.318068966850553,0.55517492395733,2.38511030803169,4.926402485477e-13,2.08647634679026e-12,1.23078688991159,"Amino acid","Polyamine metabolism"
"pyridoxal",-1.82026462362402,0.0090090961446316,0.0463324944581054,-1.48380259575411,1.7212143938794e-23,3.00430148749858e-22,0.336462027869915,"Cofactors and vitamins","Pyridoxal metabolism"
"pyridoxate",-1.4360222151871,0.00366954370436775,0.0285892111543914,-1.5553226711766,6.56461047816078e-22,9.45303908855152e-21,-0.119300455989507,"Cofactors and vitamins","Vitamin B6 metabolism"
"pyroglutamine*",0.678531607474809,0.959129759129759,1,1.86484928899066,1.48123682727224e-09,4.7137702348553e-09,1.18631768151585,"Amino acid","Glutamate metabolism"
"pyrophosphate (PPi)",-0.0920924316065246,0.674198197150507,0.89478839068823,-0.555826436253555,0.0476768710300457,0.0645990739181906,-0.463734004647031,"Energy","Oxidative phosphorylation"
"quebrachitol",0.122319328880773,0.784022658299928,0.97852105341467,0.153208776651946,0.492015703701021,0.551363901423713,0.0308894477711726,"Xenobiotics","Food component/Plant"
"quinate",-0.782456789195696,0.0164620142375873,0.0672490794386546,-1.07063684368046,0.000230486240635287,0.000416175782463716,-0.288180054484762,"Xenobiotics","Food component/Plant"
"quinidine",0,NA,NA,-0.113294323439748,0.654720967894757,0.702270535395493,-0.113294323439748,"Xenobiotics","Drug"
"quinolinate",1.69220343456032,0.180008443727484,0.363806538901862,0.403904225316244,0.514076086074895,0.573852375153371,-1.28829920924407,"Cofactors and vitamins","Nicotinate and nicotinamide metabolism"
"ranitidine",0,NA,NA,-0.172409862604244,0.0826637358923789,0.107239441157681,-0.172409862604244,"Xenobiotics","Drug"
"ribitol",-0.629398434242771,0.0498834498834499,0.152025752025752,0.411820734117115,0.0168822398046749,0.0239511579494895,1.04121916835989,"Carbohydrate","Nucleotide sugars, pentose metabolism"
"riboflavin (Vitamin B2)",-1.88363492152511,0.00274173312722051,0.0246478159521638,-1.25100639773343,2.52012030949681e-17,1.69052876978402e-16,0.632628523791676,"Cofactors and vitamins","Riboflavin metabolism"
"ribose",-1.42171509847969,0.0104118104118104,0.0479776223776224,0.217541689911627,0.97757522800451,0.994846875142398,1.63925678839131,"Carbohydrate","Nucleotide sugars, pentose metabolism"
"ribulose",-0.289458544453402,0.505361305361305,0.736931928830663,0.679854688143074,3.88820078053545e-06,8.58085689497479e-06,0.969313232596475,"Carbohydrate","Nucleotide sugars, pentose metabolism"
"S-adenosylhomocysteine (SAH)",-0.315771707602346,0.160528360528361,0.336233947870311,1.03926818308513,2.63942723896216e-10,8.83901214908259e-10,1.35503989068748,"Amino acid","Cysteine, methionine, SAM, taurine metabolism"
"S-adenosylmethionine (SAM)",-0.466262014885983,0.104895104895105,0.248640248640249,0.249136779106587,0.741466876485762,0.783642056616145,0.71539879399257,"Amino acid","Cysteine, methionine, SAM, taurine metabolism"
"S-methylcysteine",-1.45615380085782,0.00466200466200466,0.0288743514549966,-0.258056197761673,0.0166115473101452,0.0236837902243654,1.19809760309614,"Amino acid","Cysteine, methionine, SAM, taurine metabolism"
"saccharopine",0.779964557121192,0.381573905705021,0.603276175878915,2.65049131695581,4.58566570661033e-07,1.12397593489683e-06,1.87052675983462,"Amino acid","Lysine metabolism"
"salicylate",0,NA,NA,0,NA,NA,0,"Xenobiotics","Drug"
"sarcosine (N-Methylglycine)",0.426084754842248,0.528308719235385,0.762671233783413,1.3403206391753,2.74047160358251e-14,1.29386200300289e-13,0.914235884333054,"Amino acid","Glycine, serine and threonine metabolism"
"scyllo-inositol",-3.00070323544749,0.00108780108780109,0.0174048174048174,-2.06341125554817,2.97268924774088e-19,2.63426001030576e-18,0.937291979899311,"Lipid","Inositol metabolism"
"sedoheptulose-7-phosphate",-0.919650197981662,0.194871794871795,0.375405196809879,0.678645966657421,0.000143464115936763,0.000265708459098313,1.59829616463908,"Carbohydrate","Nucleotide sugars, pentose metabolism"
"serine",-1.95909208872102,0.00295260295260295,0.0246478159521638,-1.57907235742058,1.25282805381078e-19,1.20271493165835e-18,0.380019731300444,"Amino acid","Glycine, serine and threonine metabolism"
"serylisoleucine*",-1.88224567557756,0.00736206252263936,0.0385504364821843,0.355296054770549,0.392373737425771,0.452920386287063,2.23754173034811,"Peptide","Dipeptide"
"serylleucine",-0.0410296998346185,1,1,2.19678916306316,7.45901608374239e-13,3.11332845234465e-12,2.23781886289778,"Peptide","Dipeptide"
"serylphenyalanine",-0.126961615792404,0.645376845376845,0.86050246050246,1.49525752295729,1.66799276370731e-09,5.25007558412792e-09,1.62221913874969,"Peptide","Dipeptide"
"serylvaline",-0.0337384439604719,0.712989487450741,0.922753690753691,0.711371767309384,0.0322805666878836,0.0445889842019687,0.745110211269856,"Peptide","Dipeptide"
"sorbitol",2.74405332969152,0.101020022430301,0.248640248640249,1.98746960808406,9.46582936532951e-09,2.73985814795467e-08,-0.756583721607457,"Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism"
"sorbitol 6-phosphate",0.317013970436359,0.397321419035571,0.625292725039587,0.619961367739315,0.000260326538265494,0.000464235560498218,0.302947397302956,"Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism"
"spermidine",0.68712546791771,0.082983682983683,0.209642988590357,0.738739980960222,2.12980038275368e-08,5.81405222969724e-08,0.0516145130425119,"Amino acid","Polyamine metabolism"
"spermine",-0.724125096476832,0.407774760622591,0.633095046141813,-0.00696374483481459,0.00172071738578899,0.00279192454708298,0.717161351642018,"Amino acid","Polyamine metabolism"
"sphinganine",0.920229851432444,0.400160495495669,0.628044810369224,0.974260101671949,0.0010192005777207,0.00171154382730939,0.0540302502395047,"Lipid","Sphingolipid"
"sphingosine",1.39598874301936,0.0652856489280541,0.179002227229746,1.19663420599021,2.32402578695662e-05,4.69697843258601e-05,-0.19935453702915,"Lipid","Sphingolipid"
"squalene",-1.47942234396733,0.00211752347701703,0.0243938704552362,-0.721101770666771,1.15255042670904e-05,2.40532262965365e-05,0.758320573300558,"Lipid","Sterol/Steroid"
"stachydrine",0.217374366301744,0.878477078477078,1,0.348161841325311,0.118529294765929,0.149721214441174,0.130787475023567,"Xenobiotics","Food component/Plant"
"stearate (18:0)",0.396592121967427,0.0649572649572649,0.179002227229746,0.361580638514458,4.59125322273382e-08,1.20207357104304e-07,-0.0350114834529684,"Lipid","Long chain fatty acid"
"stearidonate (18:4n3)",0.623939247213991,0.878477078477078,1,1.02874867359447,0.000124984843884386,0.000234499251066469,0.404809426380483,"Lipid","Long chain fatty acid"
"stearoylcarnitine",0.454161099405955,0.792297662496212,0.97852105341467,0.0209624688016567,0.901098574029849,0.930166269966296,-0.433198630604298,"Lipid","Carnitine metabolism"
"streptomycin",0,NA,NA,0.00541651324310321,0.561470371166919,0.61836889826414,0.00541651324310321,"Xenobiotics","Drug"
"succinate",-0.890049544747316,0.160528360528361,0.336233947870311,1.1237439296972,4.00061511550722e-06,8.79524544477924e-06,2.01379347444451,"Energy","Krebs cycle"
"succinylcarnitine",-1.89919695765613,0.00361948715408272,0.0285892111543914,-0.162678816256704,0.108949064135252,0.138531260357407,1.73651814139942,"Energy","Krebs cycle"
"tartarate",-0.0983453306676548,0.862186694400762,1,-2.54441102484304,1.01942748895807e-06,2.41642071456728e-06,-2.44606569417539,"Xenobiotics","Food component/Plant"
"taurine",-0.987330473375165,0.0281274281274281,0.0987890158621866,0.177032555023646,0.432118181924736,0.493849350771127,1.16436302839881,"Amino acid","Cysteine, methionine, SAM, taurine metabolism"
"testosterone",-0.107169444929526,0.874459248105127,1,-0.0371175510322708,0.654305689271348,0.702270535395493,0.070051893897255,"Lipid","Sterol/Steroid"
"theobromine",0.120920730907706,0.873809642249306,1,-0.365078792805123,0.0663621704926632,0.0880751387183733,-0.485999523712829,"Xenobiotics","Xanthine metabolism"
"threitol",-2.10983582211509,0.0246105692004461,0.0891552695563329,-0.640358830484329,7.04322444515912e-12,2.68668694066997e-11,1.46947699163076,"Carbohydrate","Nucleotide sugars, pentose metabolism"
"threonate",2.3704836995445,0.0498834498834499,0.152025752025752,0.735850735892066,0.167494572012495,0.20614716555384,-1.63463296365244,"Cofactors and vitamins","Ascorbate and aldarate metabolism"
"threonine",-1.92636429342481,0.00186480186480186,0.0231407936014043,-1.36008408632015,1.74496304339877e-17,1.24086260863913e-16,0.56628020710466,"Amino acid","Glycine, serine and threonine metabolism"
"threonylglutamate",-1.62788904814657,0.00505122393260325,0.0296888263793824,0.145805608615721,0.227171253226191,0.274320003895777,1.77369465676229,"Peptide","Dipeptide"
"threonylleucine",-0.469758539610876,0.573737373737374,0.806031042128603,1.78187807135692,1.86739673033962e-06,4.25146449278902e-06,2.2516366109678,"Peptide","Dipeptide"
"threonylmethionine",-1.54077100934422,0.217218757301717,0.417060014019297,0.937893868176866,0.0371840466796197,0.0507535803020401,2.47866487752108,"Peptide","Dipeptide"
"threonylphenylalanine",0.493472694825232,0.364881314041918,0.603276175878915,2.7173286746771,5.34161285097538e-12,2.12190965666332e-11,2.22385597985187,"Peptide","Dipeptide"
"threonylvaline",0.320961846157224,0.407774760622591,0.633095046141813,1.00036662742506,0.0477763984186618,0.0645990739181906,0.679404781267839,"Peptide","Dipeptide"
"thymidine",-0.244890173218978,0.381573905705021,0.603276175878915,-0.429638218162426,0.00538178531779317,0.0084008356180186,-0.184748044943448,"Nucleotide","Pyrimidine metabolism, thymine containing"
"thymine",-0.802931063189986,0.126685612922983,0.285548671860459,-0.648699404096517,0.19191503586234,0.233706259316507,0.154231659093469,"Nucleotide","Pyrimidine metabolism, thymine containing"
"trans-4-hydroxyproline",-0.316900011269095,0.599241515835671,0.829719021926314,-0.389453219263148,8.59069282250497e-05,0.000163308219992174,-0.0725532079940536,"Amino acid","Urea cycle; arginine-, proline-, metabolism"
"trans-urocanate",-0.200540163139715,0.633997230787388,0.859252717490671,-1.01132812286025,5.9479350907454e-17,3.72392457855364e-16,-0.810787959720531,"Amino acid","Histidine metabolism"
"triethyleneglycol",0.135411970927691,0.720901320901321,0.922753690753691,-0.149146477404022,0.485923861663044,0.545598721867278,-0.284558448331713,"Xenobiotics","Chemical"
"trigonelline (N'-methylnicotinate)",-1.87855050703742,0.0135184698402608,0.0594399895266431,-1.37176385576396,1.17847355902203e-09,3.79218307260721e-09,0.506786651273463,"Cofactors and vitamins","Nicotinate and nicotinamide metabolism"
"tryptophan",-1.9098517002282,0.000310800310800311,0.0137708445400753,-1.95520824356761,1.94673862040194e-23,3.20377555814719e-22,-0.045356543339409,"Amino acid","Tryptophan metabolism"
"tryptophan betaine ",0.186069031681107,0.557672607434147,0.801045939855533,1.46969976157087,1.31518515756636e-07,3.32257302964133e-07,1.28363072988976,"Amino acid","Tryptophan metabolism"
"tryptophylasparagine",-2.26117280079738,0.0214681709862187,0.0808213495951763,1.2274164568976,3.60814615636697e-05,7.09314739272142e-05,3.48858925769498,"Peptide","Dipeptide"
"tryptophylglutamate",-1.05852361665931,0.082896409882224,0.209642988590357,0.926890175867243,7.36734638149593e-06,1.56590092831795e-05,1.98541379252656,"Peptide","Dipeptide"
"tryptophylleucine",-0.761728443102817,0.685443482677522,0.905540013812506,1.92831493469282,1.20011817673707e-07,3.04523378766763e-07,2.69004337779564,"Peptide","Dipeptide"
"tyrosine",-1.43947731388934,0.000621600621600622,0.0137708445400753,-0.986443280300357,1.47805749180227e-17,1.09148860933091e-16,0.453034033588978,"Amino acid","Phenylalanine & tyrosine metabolism"
"tyrosylalanine",-0.350074307169955,0.633997230787388,0.859252717490671,1.35817131817033,5.03153893692405e-10,1.66561288946451e-09,1.70824562534029,"Peptide","Dipeptide"
"tyrosylglutamine",-0.330383618778311,0.328205128205128,0.556018099547511,1.1735902299956,4.81431331287137e-13,2.05410701349178e-12,1.50397384877391,"Peptide","Dipeptide"
"tyrosylglycine",-0.623833722777783,0.798445998445998,0.97852105341467,0.679399083980304,5.76375773062721e-07,1.40081200541826e-06,1.30323280675809,"Peptide","Dipeptide"
"tyrosylhistidine",-0.0210786974019633,0.878477078477078,1,1.07957997868038,1.43010552891982e-05,2.93146186710968e-05,1.10065867608235,"Peptide","Dipeptide"
"tyrosylleucine",-0.283486657010974,0.874734596102066,1,2.27776026129891,3.20259645185284e-13,1.39749663353578e-12,2.56124691830988,"Peptide","Dipeptide"
"tyrosyllysine",0.6404267250932,0.159693696203566,0.336233947870311,0.473990792235832,0.612953719889049,0.664898950388121,-0.166435932857367,"Peptide","Dipeptide"
"tyrosylphenylalanine",-0.148581553625395,0.286563559299876,0.509446327644223,1.46074106850591,1.12310206960847e-10,3.87369336583519e-10,1.60932262213131,"Peptide","Dipeptide"
"tyrosyltyrosine",-0.853823947409058,0.945001830339073,1,1.18989330669948,0.00348065994806373,0.00550785750023271,2.04371725410853,"Peptide","Dipeptide"
"tyrosylvaline",-0.39746543167027,0.0561971119187938,0.165997622898591,1.75982246163644,3.91135220933047e-13,1.6939390019356e-12,2.15728789330671,"Peptide","Dipeptide"
"undecanedioate",0.551510841908581,0.117917360051742,0.271681597559215,0.444995969635402,0.000109676735644372,0.000206450325918818,-0.106514872273179,"Lipid","Fatty acid, dicarboxylate"
"uracil",-1.24926918249305,0.0147630147630148,0.0616195398804094,-0.715570267348077,1.04618805292605e-07,2.71443386705138e-07,0.533698915144974,"Nucleotide","Pyrimidine metabolism, uracil containing"
"urate",0.478534264233567,0.0649572649572649,0.179002227229746,-0.436497658753607,1.00511794850218e-05,2.10526523031729e-05,-0.915031922987175,"Nucleotide","Purine metabolism, urate metabolism"
"urea",-0.564921696616375,0.0281274281274281,0.0987890158621866,-0.92448122860888,2.33376285484437e-07,5.81925283285869e-07,-0.359559531992505,"Amino acid","Urea cycle; arginine-, proline-, metabolism"
"uridine",-0.846523902227497,0.00108780108780109,0.0174048174048174,-0.167606618360868,0.0103523074686263,0.0151343378221541,0.678917283866628,"Nucleotide","Pyrimidine metabolism, uracil containing"
"uridine monophosphate (5' or 3')",0.798273241847609,0.0585216810711015,0.171109077649515,1.48617475119579,2.4453498221626e-08,6.61277698387632e-08,0.687901509348185,"Nucleotide","Pyrimidine metabolism, uracil containing"
"valerylcarnitine",-2.14536421732301,0.00188822447789237,0.0231407936014043,-0.907269322415576,7.20268491599955e-10,2.34392458283375e-09,1.23809489490743,"Lipid","Fatty acid metabolism"
"valine",-1.13666717633878,0.000621600621600622,0.0137708445400753,-0.889346056539319,4.99431404511917e-17,3.16123614284466e-16,0.247321119799463,"Amino acid","Valine, leucine and isoleucine metabolism"
"valylalanine",-1.29188847518786,0.0649572649572649,0.179002227229746,0.895750715957131,0.0608719483184922,0.0817301683716819,2.18763919114499,"Peptide","Dipeptide"
"valylarginine",-1.66892784427647,0.0164620142375873,0.0672490794386546,0.846324904995021,0.000185500683751072,0.000340281509046552,2.51525274927149,"Peptide","Dipeptide"
"valylasparagine",-0.457791843690129,0.334151659119493,0.562781741674936,0.541764015309975,0.18896031005695,0.230595632611871,0.999555859000104,"Peptide","Dipeptide"
"valylaspartate",-1.04502285692111,0.00466200466200466,0.0288743514549966,0.479264764651606,0.831295828104644,0.867075385313558,1.52428762157271,"Peptide","Dipeptide"
"valylglutamate",-1.08883151349975,0.0379176379176379,0.124231000389744,0.90036971664981,0.00705950201941173,0.0106831231912956,1.98920123014956,"Peptide","Dipeptide"
"valylglutamine",-0.93233829873806,0.0498834498834499,0.152025752025752,0.759667208518531,0.241908505518199,0.290290206621839,1.69200550725659,"Peptide","Dipeptide"
"valylglycine",-1.38494418280067,0.00295260295260295,0.0246478159521638,-0.198596057226078,0.0100046296148272,0.0146632739392888,1.18634812557459,"Peptide","Dipeptide"
"valylhistidine",-0.901016751795175,0.183232976928822,0.36774283871429,-0.343099941318138,0.0452944977658351,0.0615321479083043,0.557916810477037,"Peptide","Dipeptide"
"valylisoleucine",-0.443478714027687,0.720901320901321,0.922753690753691,1.09125584411511,0.0650525288616807,0.0867367051489076,1.5347345581428,"Peptide","Dipeptide"
"valylleucine",-0.0549300526101193,0.878477078477078,1,2.04688863908881,1.35535001428518e-05,2.78814860081523e-05,2.10181869169893,"Peptide","Dipeptide"
"valyllysine",-0.823234788958035,0.0641787341204118,0.179002227229746,0.103244541338035,0.295039986475728,0.347462080525525,0.92647933029607,"Peptide","Dipeptide"
"valylmethionine",-0.590078834647288,0.87390306076343,1,1.95779397576307,4.16179485568803e-09,1.27510310472144e-08,2.54787281041035,"Peptide","Dipeptide"
"valylphenylalanine",-0.707465947763174,0.13038073038073,0.285548671860459,1.88141677073521,2.51342668742997e-05,5.02685337485995e-05,2.58888271849838,"Peptide","Dipeptide"
"valylserine",-0.486449294243796,0.312686223816409,0.547438495192254,0.819107657459239,0.0259530552005542,0.036021589868721,1.30555695170304,"Peptide","Dipeptide"
"valyltryptophan",-0.56074295992239,0.528308719235385,0.762671233783413,1.66491677770233,2.82513368920916e-06,6.35655080072062e-06,2.22565973762473,"Peptide","Dipeptide"
"valyltyrosine",-0.454063295693098,0.746317879932455,0.948960483092923,1.66614482125259,0.000239846132504992,0.000431723038508986,2.12020811694569,"Peptide","Dipeptide"
"valylvaline",-0.881891523865251,0.278632478632479,0.49842331581462,0.888462593760809,0.161191652989715,0.200086900678538,1.77035411762606,"Peptide","Dipeptide"
"vanillylmandelate (VMA)",-1.79013218200104,0.0184186122437189,0.0734340507548025,-3.48061940732146,1.56216669683182e-27,1.49968002895855e-25,-1.69048722532041,"Amino acid","Phenylalanine & tyrosine metabolism"
"venlafaxine",0,NA,NA,-0.00564292306946739,1,1,-0.00564292306946739,"Xenobiotics","Drug"
"xanthine",-1.07358473843076,0.000310800310800311,0.0137708445400753,-0.615650307742791,3.57395708792043e-15,1.85459394832628e-14,0.457934430687969,"Nucleotide","Purine metabolism, (hypo)xanthine/inosine containing"
"xanthosine",-2.00709095201101,0.00377218758287108,0.0285892111543914,-0.87342813234038,5.75937885154807e-12,2.25673620305557e-11,1.13366281967063,"Nucleotide","Purine metabolism, (hypo)xanthine/inosine containing"
"xylitol",-2.03340442968454,0.00466200466200466,0.0288743514549966,-0.923565011033878,1.90383462475441e-10,6.48880913525762e-10,1.10983941865067,"Carbohydrate","Nucleotide sugars, pentose metabolism"
"xylonate",0.0724594564098806,0.878477078477078,1,-0.125389534414902,0.917518587140116,0.943733403915548,-0.197848990824783,"Carbohydrate","Nucleotide sugars, pentose metabolism"
"xylose",-1.4102180263163,0.257531816473732,0.478510729964095,-2.29246682855404,0.000388607630896043,0.000682432912793051,-0.882248802237746,"Carbohydrate","Nucleotide sugars, pentose metabolism"
"xylulose",0.247321344870866,0.505361305361305,0.736931928830663,0.609504881358425,3.82694527082001e-07,9.50138136203589e-07,0.362183536487558,"Carbohydrate","Nucleotide sugars, pentose metabolism"
