Comparison	Regulation_Grouping_2	Pathway	 fGSEA NES	 fGSEA padj	 fGSEA pval 	 fGSEA size
old-young	TPDS&TMDE	Tyrosine metabolism	1.0731166155473344	0.9613985448666128	0.370414673046252	9
old-young	TPDS&TMDE	Eicosanoid Metabolism	1.1191244788953525	0.9613985448666128	0.3662115345424904	4
old-young	TPDS&TMDE	Methionine Metabolism	1.138877380858561	0.9613985448666128	0.34300100704934544	2
old-young	TPDS&TMDE	DNA Methylation	1.1459599580828417	0.9613985448666128	0.28193209377526274	1
old-young	TPDS&TMDE	N-Glycan Degradation	1.1469008119072115	0.9613985448666128	0.27950687146321745	1
old-young	TPDS&TMDE	Arginine and Proline Metabolism	1.198018966227459	0.9613985448666128	0.2722641124923579	4
old-young	TPDS&TMDE	Triacylglycerol Synthesis	1.2074155525550605	0.9613985448666128	0.2643162828612187	4
old-young	TPDS&TMDE	Galactose metabolism	1.2598032708316294	0.9613985448666128	0.11398544866612773	1
old-young	TPDS&TMDE	Inositol Phosphate Metabolism	1.2598032708316294	0.9613985448666128	0.11398544866612773	1
old-young	TPDS&TMDE	Tryptophan metabolism	1.2730214829439526	0.9613985448666128	0.16858006042296073	2
old-young	TPDS&TMDE	Glycerophospholipid Metabolism	1.4375581076716424	0.9613985448666128	0.06663949459955168	4
old-young	TMDS	Retinol Metabolism	-1.5928659077695668	0.11201044386422976	0.0067885117493472575	2
old-young	TMDS	Ethanol Metabolism	-1.5928659077695668	0.11201044386422976	0.0067885117493472575	2
old-young	TMDS	Glycerophospholipid Metabolism	-1.5815361165507658	0.3747697974217312	0.04052394596807205	5
old-young	TMDS	beta-Alanine metabolism	-1.4293250027230393	0.5196471531676022	0.07127937336814621	2
old-young	TMDS	Transport, Extracellular	-1.4067350960708074	0.5196471531676022	0.08590078328981722	2
old-young	TMDS	Galactose metabolism	-1.3378073097289316	0.5249287749287751	0.1193019943019943	4
old-young	TMDS	Arginine and Proline Metabolism	-1.2886749854494313	0.5349201208981001	0.14330637915543576	6
old-young	TMDS	Propanoate Metabolism	-1.2608124570802084	0.5249287749287751	0.11867781760254878	1
old-young	TMDS	Phosphoinositide Signalling	-1.2524516317680052	0.5349201208981001	0.13102349661489446	1
old-young	TMDS	Keratan sulfate degradation	-1.154622076446547	0.6761998685075608	0.2663817663817664	4
old-young	TMDS	Sphingolipid Metabolism	-1.154622076446547	0.6761998685075608	0.2663817663817664	4
old-young	TMDS	Vitamin B12 Metabolism	-1.031725843525847	0.7860271946293451	0.45001991238550376	1
old-young	TMDS	N-Glycan Biosynthesis	-1.0283815134009655	0.7860271946293451	0.4540023894862604	1
old-young	TMDS	Glycolysis and Gluconeogenesis	-1.0169738779142978	0.7860271946293451	0.4150943396226415	6
old-young	TMDS	ROS Detoxification	-0.9992978983110594	0.7860271946293451	0.44412607449856734	5
old-young	TMDS	Creatine Metabolism	-0.9966103772145944	0.7860271946293451	0.5001991238550378	1
old-young	TMDS	Taurine and hypotaurine metabolism	-0.9877950090657788	0.7860271946293451	0.477023498694517	2
old-young	TMDS	NAD Metabolism	-0.9857413811883029	0.7860271946293451	0.4793733681462141	2
old-young	TMDS	Lysine Metabolism	-0.9010800165629996	0.8567412633667731	0.5878018829308228	5
old-young	TMDS	Xenobiotics Metabolism	-0.8875292124016191	0.8567412633667731	0.6028751123090745	6
old-young	TMDS	N-Glycan Degradation	-0.8543091970298626	0.8789730757200259	0.6600522193211488	2
old-young	TMDS	Eicosanoid Metabolism	-0.8387007843999852	0.8789730757200259	0.6730769230769231	4
old-young	TMDS	Histidine Metabolism	-0.8331908459509593	0.8789730757200259	0.6844044207941056	5
old-young	TMDS	Ketone Bodies Metabolism	-0.8293088117982391	0.8789730757200259	0.6925242414763841	3
old-young	TMDS	Folate Metabolism	-0.8176887155334508	0.8905619486225131	0.7741935483870968	1
old-young	TMDS	Cholesterol Metabolism	-0.7859175793470795	0.9076861808044604	0.8251692552767822	1
old-young	TMDS	Triacylglycerol Synthesis	-0.7541464431607082	0.941712204007286	0.8703703703703703	1
old-young	TMDS	Porphyrin and Heme Metabolism	-0.6939485009128468	0.9791930888705082	0.9643568299482278	1
old-young	TMDS	Pyrimidine Metabolism	0.666099172581663	0.9983961507618284	0.9983961507618284	1
old-young	TMDS	Chondroitin sulfate degradation	0.6960748605787211	0.9528931936647956	0.8973115910092552	3
old-young	TMDS	Heparan sulfate degradation	0.6976041439256263	0.9528931936647956	0.9115932642487048	2
old-young	TMDS	Nucleotide Metabolism	0.719121992289656	0.9528931936647956	0.92401764234162	1
old-young	TMDS	Fructose and Mannose Metabolism	0.7727013083595337	0.8905619486225131	0.7961084086170952	4
old-young	TMDS	Carnitine shuttle	0.7764747240570781	0.8905619486225131	0.7817644032921811	6
old-young	TMDS	Fatty Acids Oxidation, peroxisomal	0.8013773787373843	0.8905619486225131	0.7478137860082305	6
old-young	TMDS	Sugar Degradation	0.8017534949905791	0.8905619486225131	0.7833549222797928	2
old-young	TMDS	Methionine Metabolism	0.8048913764302436	0.8905619486225131	0.7778497409326425	2
old-young	TMDS	CoA Biosynthesis	0.820196742358018	0.8905619486225131	0.770449077786688	1
old-young	TMDS	Bile Acid Biosynthesis	0.891063200559414	0.8627629316047096	0.6274639502579706	5
old-young	TMDS	Steroid Metabolism	0.9165330404475444	0.8567412633667731	0.6101036269430051	2
old-young	TMDS	Tryptophan metabolism	0.918604932382732	0.8567412633667731	0.5937462272123627	9
old-young	TMDS	DNA Demethylation	0.9560677178597502	0.8567412633667731	0.5731756214915797	1
old-young	TMDS	Fatty Acid Biosynthesis	0.9923664582603979	0.7860271946293451	0.493199481865285	2
old-young	TMDS	Tyrosine metabolism	1.0020747414219906	0.7860271946293451	0.4792359827479976	8
old-young	TMDS	Purine Metabolism	1.042229799885239	0.7860271946293451	0.4408580593424217	1
old-young	TMDS	Phosphate Metabolism	1.0571424679281118	0.7860271946293451	0.419607056936648	1
old-young	TMDS	GABA shunt	1.0869678040138582	0.7860271946293451	0.37670408981555736	1
old-young	TMDS	Fatty Acid Metabolism	1.0932411067152763	0.7860271946293451	0.3584450078473983	9
old-young	TMDS	Polyamines Metabolism	1.098480891420916	0.7756945685188494	0.3408354922279793	2
old-young	TMDS	Transport, Lysosomal	1.1130068692012849	0.7756945685188494	0.34060562708631376	10
old-young	TMDS	Vitamin B6 Metabolism	1.1217640294472286	0.7756945685188494	0.3239775461106656	1
old-young	TMDS	Ubiquinone Biosynthesis	1.1530793249941254	0.6761998685075608	0.2644336712208021	3
old-young	TMDS	Glutathione Metabolism	1.166091011889614	0.6761998685075608	0.2582348853370396	4
old-young	TMDS	Fatty Acids Oxidation, mitochondrial	1.1799045353319308	0.6761998685075608	0.2569117469515876	9
old-young	TMDS	Protein Modification	1.194670406545719	0.6590674762286631	0.20970328789093826	1
old-young	TMDS	Glycine, Serine and Threonine Metabolism	1.2388571732822562	0.6159667045024593	0.18665657712195735	7
old-young	TMDS	Phenylalanine metabolism	1.244346221373969	0.6113520911136369	0.17599529895695604	3
old-young	TMDS	Transport, Mitochondrial	1.2558357833332787	0.5349201208981001	0.14588730569948186	2
old-young	TMDS	Pterin Biosynthesis	1.255978041833086	0.5249287749287751	0.1082598235765838	1
old-young	TMDS	Vitamin D	1.270890709875959	0.5196471531676022	0.08660785886126704	1
old-young	TMDS	Valine, Leucine and Isoleucine Metabolism	1.3650045819025367	0.5249287749287751	0.09574861367837338	8
old-young	TMDS	Oxidative Phosphorylation	1.3856176279161112	0.3747697974217312	0.04542664211172499	50
old-young	TMDS	Glutamate metabolism	1.5252256827966129	0.3303347003571901	0.0300304273051991	5
old-young	TMDS	Cysteine Metabolism	1.5401335509821903	0.18616130453944468	0.014103129131776113	3
old-young	TMDS	Alanine and Aspartate Metabolism	1.6162619067721917	0.11201044386422976	0.004407227853680035	3
old-young	TMDS	Citric Acid Cycle	1.946167340857764	0.014322916666666666	0.0002170138888888889	22
old-young	MDE	Fatty Acid Metabolism	-1.3349782449932626	0.1818452972758004	0.011731954662954862	1
old-young	MDE	Phosphoinositide Signalling	-1.2901182723689228	0.6871387742140362	0.110828834550651	2
old-young	MDE	Xenobiotics Metabolism	-1.237211573329872	0.7266106581825412	0.16576691013020006	2
old-young	MDE	Sugar Degradation	-1.2186121025725425	0.7266106581825412	0.18751242791807515	1
old-young	MDE	Eicosanoid Metabolism	-0.9290356072161048	0.9537540767708526	0.5966973642426167	2
old-young	MDE	ROS Detoxification	-0.788986656236526	0.9537540767708526	0.8034757422157857	3
old-young	MDE	Alanine and Aspartate Metabolism	-0.7434503543546014	0.9537540767708526	0.8872539272221117	1
old-young	MDE	Cysteine Metabolism	-0.7434503543546014	0.9537540767708526	0.8872539272221117	1
old-young	MDE	Cyclic Nucleotides Metabolism	-0.6917320688342813	0.9738052389522096	0.9612248956054882	1
old-young	MDE	Purine Metabolism	0.6871154827213145	0.9738052389522096	0.9738052389522096	1
old-young	MDE	Glycine, Serine and Threonine Metabolism	0.7301021155166305	0.9537540767708526	0.8574508218808946	2
old-young	MDE	NAD Metabolism	0.7389732550021684	0.9537540767708526	0.8922215556888622	1
old-young	MDE	Pyruvate Metabolism	0.7519376980723819	0.9537540767708526	0.8704259148170366	1
old-young	MDE	Sphingolipid Metabolism	0.7908310272830222	0.9537540767708526	0.8190361927614477	1
old-young	MDE	CoA Biosynthesis	0.797313248818129	0.9537540767708526	0.8116376724655069	1
old-young	MDE	Porphyrin and Heme Metabolism	0.8783410180069633	0.9537540767708526	0.6820635872825435	1
old-young	MDE	Propanoate Metabolism	0.8945465718447302	0.9537540767708526	0.6594681063787242	1
old-young	MDE	Ketone Bodies Metabolism	0.8945465718447302	0.9537540767708526	0.6594681063787242	1
old-young	MDE	Transport, Extracellular	0.9593687871957975	0.9537540767708526	0.5600879824035193	1
old-young	MDE	Nucleotide Metabolism	0.9755743410335644	0.9537540767708526	0.5430913817236552	1
old-young	MDE	Histone Methylation	1.0112265594766514	0.9537540767708526	0.4863027394521096	1
old-young	MDE	Retinol Metabolism	1.085772107130379	0.8452452366669523	0.3817236552689462	1
old-young	MDE	Steroid Metabolism	1.085772107130379	0.8452452366669523	0.3817236552689462	1
old-young	MDE	N-Glycan Biosynthesis	1.0987365502005924	0.8452452366669523	0.36172765446910615	1
old-young	MDE	Multidrug resistance	1.1019776609681458	0.8452452366669523	0.35112977404519097	1
old-young	MDE	Thiamine Metabolism	1.111700993270806	0.8452452366669523	0.3403319336132773	1
old-young	MDE	Transport, Golgi Apparatus	1.1700409870867663	0.8452452366669523	0.25774845030993804	1
old-young	MDE	Galactose metabolism	1.3029265285564546	0.6426048123708592	0.0621875624875025	1
old-young	MDE	Bile Acid Biosynthesis	1.3491017351937735	0.7128357136441211	0.13796820264079762	2
old-young	MDE	Protein Modification	1.4086209293934993	0.6871387742140362	0.09108057127458906	2
old-young	MDE	Glycolysis and Gluconeogenesis	2.1558498582792835	0.07345971563981044	0.0023696682464454982	11
